,edges,metagrad,accuracy_before,accuracy_after,loss_before,loss_after,accuracy_before_eval,accuracy_after_eval,loss_before_eval,loss_after_eval
0,85658,0.00016226941079366952,0.8627404570579529,0.8627404570579529,0.42437106370925903,0.42437106370925903,0.8634748458862305,0.8634748458862305,0.42006781697273254,0.42006781697273254
1,105403,0.00015712634194642305,0.8627582788467407,0.8627633452415466,0.42447590827941895,0.42440512776374817,0.8634985685348511,0.8634977340698242,0.4200555682182312,0.4200580418109894
2,96880,0.0001541366073070094,0.862716794013977,0.8627269864082336,0.4245651066303253,0.4244363307952881,0.8635044693946838,0.8635028600692749,0.41946330666542053,0.4194682240486145
3,108083,0.00014951219782233238,0.8627464175224304,0.8627617359161377,0.4246540069580078,0.4244503080844879,0.8634985685348511,0.8634961247444153,0.4194692373275757,0.41947418451309204
4,56699,0.00014859162911307067,0.8626931309700012,0.8627135157585144,0.42474502325057983,0.42446082830429077,0.8635163307189941,0.8635130524635315,0.4194355607032776,0.41944292187690735
5,124502,0.0001484806853113696,0.8627286553382874,0.8627541661262512,0.42482611536979675,0.4244578182697296,0.8634748458862305,0.8634707927703857,0.41944974660873413,0.4194583594799042
6,40141,0.00014757942699361593,0.862699031829834,0.8627296090126038,0.4249180555343628,0.42447948455810547,0.8634748458862305,0.8634699583053589,0.41943028569221497,0.4194413125514984
7,58013,0.00014623443712480366,0.8626871705055237,0.8627228736877441,0.424978107213974,0.4244757890701294,0.8634867072105408,0.8634809851646423,0.4194082021713257,0.4194217622280121
8,36931,0.00014283662312664092,0.862716794013977,0.862757682800293,0.42505645751953125,0.4244961738586426,0.8634689450263977,0.8634684085845947,0.4194241166114807,0.4194222092628479
9,108015,0.000142615259392187,0.862716794013977,0.8627627491950989,0.42512544989585876,0.4245094656944275,0.8634630441665649,0.8634616732597351,0.4194241166114807,0.41942450404167175
