,edges,metagrad,accuracy_before,accuracy_after,loss_before,loss_after,accuracy_before_eval,accuracy_after_eval,loss_before_eval,loss_after_eval
0,136393,4.151477332925424e-05,0.8328437805175781,0.8328437805175781,0.3893493711948395,0.3893493711948395,0.8606083989143372,0.8606083989143372,0.42729321122169495,0.42729321122169495
1,6081,4.083239400642924e-05,0.8328319191932678,0.8328368663787842,0.3893139362335205,0.3892970085144043,0.8606083989143372,0.8606075644493103,0.4272911250591278,0.42729365825653076
2,110026,3.934249980375171e-05,0.833015501499176,0.8330253958702087,0.38923731446266174,0.38920336961746216,0.860572874546051,0.8605712056159973,0.42729490995407104,0.4272981286048889
3,126304,3.947909135604277e-05,0.8331043720245361,0.8331191539764404,0.3893390893936157,0.38929593563079834,0.8605906367301941,0.8605881333351135,0.4273022413253784,0.42730703949928284
4,92931,3.7571939174085855e-05,0.8328141570091248,0.8328338265419006,0.38947415351867676,0.38941195607185364,0.8605610132217407,0.8605576753616333,0.4273042678833008,0.4273107647895813
5,46857,3.736009239219129e-05,0.8327726721763611,0.8327973484992981,0.3894421458244324,0.38937142491340637,0.8605965375900269,0.8605923652648926,0.4273049235343933,0.42731255292892456
6,152281,3.664414907689206e-05,0.8326838612556458,0.8327134251594543,0.3895716965198517,0.3894791305065155,0.8605906367301941,0.860585629940033,0.42730408906936646,0.42731210589408875
7,49508,3.563158315955661e-05,0.8325890898704529,0.8326235413551331,0.38948652148246765,0.3893706202507019,0.8605965375900269,0.8605906963348389,0.42730191349983215,0.42731234431266785
8,66395,3.551295958459377e-05,0.8323699831962585,0.8324093818664551,0.38959094882011414,0.389468789100647,0.860555112361908,0.8605484962463379,0.4273037612438202,0.4273158013820648
9,159500,3.598172406782396e-05,0.8326897621154785,0.8327341675758362,0.38971155881881714,0.3895776569843292,0.8605787754058838,0.8605713248252869,0.4273100197315216,0.4273236095905304
10,27633,3.600930722313933e-05,0.832565426826477,0.8326147198677063,0.38983625173568726,0.38969138264656067,0.860572874546051,0.8605645895004272,0.42732810974121094,0.42734262347221375
11,76220,3.5101224057143554e-05,0.832695722579956,0.8327499032020569,0.3898117244243622,0.38965827226638794,0.8606024384498596,0.8605933785438538,0.4273245334625244,0.4273412227630615
12,116059,3.495005876175128e-05,0.8327845335006714,0.8328437209129333,0.38965871930122375,0.38949817419052124,0.8606083989143372,0.8605984449386597,0.42732730507850647,0.4273460805416107
13,55953,3.531721085892059e-05,0.832754909992218,0.8328189849853516,0.3897816240787506,0.3896116018295288,0.8606142997741699,0.8606035113334656,0.42731449007987976,0.4273357689380646
14,140645,3.451826341915876e-05,0.8331576585769653,0.8332266807556152,0.3895743191242218,0.38938963413238525,0.8606380224227905,0.8606263995170593,0.427308052778244,0.4273318946361542
15,148788,3.4889795642811805e-05,0.8330451250076294,0.8331191539764404,0.38947752118110657,0.389281690120697,0.8606024384498596,0.8605901002883911,0.42730844020843506,0.4273344576358795
16,122735,3.50324553437531e-05,0.83306884765625,0.8331477642059326,0.38930466771125793,0.3890951871871948,0.8606024384498596,0.8605892658233643,0.4273128807544708,0.42734137177467346
17,12161,3.509957605274394e-05,0.8329859375953674,0.8330697417259216,0.38934335112571716,0.3891224265098572,0.8605669140815735,0.8605528473854065,0.427324503660202,0.42735397815704346
18,88097,3.419885615585372e-05,0.8330866098403931,0.8331753611564636,0.38925954699516296,0.38902783393859863,0.8606261610984802,0.8606112599372864,0.4273417592048645,0.4273718297481537
19,146873,3.4588578273542225e-05,0.8330806493759155,0.8331744074821472,0.38909146189689636,0.38885197043418884,0.8606380224227905,0.8606222867965698,0.42734289169311523,0.42737478017807007
20,86891,3.415928586036898e-05,0.8330747485160828,0.833173394203186,0.3890194296836853,0.3887742757797241,0.8606024384498596,0.8605858683586121,0.42734479904174805,0.42737919092178345
21,128523,3.4409236832289025e-05,0.8328793048858643,0.8329828977584839,0.38899555802345276,0.3887375295162201,0.8606142997741699,0.8605969548225403,0.42734041810035706,0.4273766577243805
22,103176,3.365599695825949e-05,0.8330451250076294,0.8331536650657654,0.388904333114624,0.38863304257392883,0.8605610132217407,0.8605428338050842,0.42733773589134216,0.427376389503479
23,37049,3.352219573571347e-05,0.8330747485160828,0.8331882357597351,0.38890352845191956,0.3886173367500305,0.8606024384498596,0.860583484172821,0.42733263969421387,0.42737382650375366
24,14196,3.352818384882994e-05,0.8328141570091248,0.8329325318336487,0.388888418674469,0.388586163520813,0.8605846762657166,0.8605648279190063,0.4273414611816406,0.4273834526538849
25,148151,3.303450284874998e-05,0.832997739315033,0.8331210613250732,0.38890960812568665,0.38860148191452026,0.8606261610984802,0.8606054782867432,0.42734402418136597,0.42738813161849976
26,115846,3.335846122354269e-05,0.8328022956848145,0.8329305052757263,0.38890525698661804,0.388584703207016,0.8605965375900269,0.8605750203132629,0.4273410141468048,0.4273870885372162
27,105063,3.319399183965288e-05,0.8330273628234863,0.8331605195999146,0.38887593150138855,0.38854244351387024,0.8605906367301941,0.8605682849884033,0.4273393452167511,0.42738622426986694
28,46831,3.360001937835477e-05,0.8328022956848145,0.8329404592514038,0.38887134194374084,0.38851624727249146,0.8606557846069336,0.8606385588645935,0.4273587763309479,0.42740002274513245
29,139836,3.372011269675568e-05,0.832938551902771,0.8330816030502319,0.388788104057312,0.3884178400039673,0.860649824142456,0.8606318235397339,0.4273628890514374,0.4274064004421234
30,134096,3.3816912036854774e-05,0.8332524299621582,0.8334004878997803,0.388808935880661,0.3884267210960388,0.8606557846069336,0.8606368899345398,0.4273642897605896,0.4274098873138428
31,58283,3.378712426638231e-05,0.8330332636833191,0.8331862092018127,0.3888486325740814,0.3884553015232086,0.8606557846069336,0.8606360554695129,0.4273376762866974,0.42738577723503113
32,118905,3.3350886951666325e-05,0.8330806493759155,0.8332385420799255,0.3887711763381958,0.3883610665798187,0.860649824142456,0.8606293201446533,0.4273453950881958,0.42739421129226685
33,125017,3.3508487831568345e-05,0.8332465291023254,0.833409309387207,0.3886950612068176,0.38826796412467957,0.8606735467910767,0.8606521487236023,0.4273489713668823,0.4273970127105713
34,102077,3.368143370607868e-05,0.8335307836532593,0.8336986303329468,0.38858217000961304,0.388145387172699,0.8606972098350525,0.8606750965118408,0.4273543357849121,0.42740485072135925
35,30058,3.3456952223787084e-05,0.8335130214691162,0.8336858153343201,0.38866332173347473,0.3882116973400116,0.8606735467910767,0.8606505393981934,0.4273509085178375,0.42740383744239807
36,44862,3.287161962362006e-05,0.8337736129760742,0.8339514136314392,0.38863635063171387,0.38816630840301514,0.8606675863265991,0.8606438040733337,0.42735055088996887,0.42740508913993835
37,56511,3.340708644827828e-05,0.8336255550384521,0.8338082432746887,0.3886738419532776,0.3881935477256775,0.860685408115387,0.86066073179245,0.42736533284187317,0.4274199306964874
38,103175,3.328241655253805e-05,0.8337617516517639,0.8339493870735168,0.3886752724647522,0.3881765902042389,0.86070317029953,0.8606776595115662,0.4273686707019806,0.4274258017539978
39,145040,3.3738466299837455e-05,0.8337262272834778,0.8339188098907471,0.388618528842926,0.3880956470966339,0.8606083989143372,0.8605820536613464,0.42737969756126404,0.4274390637874603
40,143874,3.3094016544055194e-05,0.8336610794067383,0.8338586091995239,0.38854607939720154,0.3880125880241394,0.8606024384498596,0.8605753779411316,0.4273647964000702,0.42742592096328735
41,125194,3.278506119386293e-05,0.8338328003883362,0.834035336971283,0.38849642872810364,0.3879537880420685,0.8606261610984802,0.8606041669845581,0.4273763597011566,0.42743369936943054
42,151426,3.250044755986892e-05,0.8337439894676208,0.8339514136314392,0.38847431540489197,0.3879067301750183,0.8606202602386475,0.8605973720550537,0.42738163471221924,0.42743754386901855
43,25850,3.2708176149753854e-05,0.833666980266571,0.8338793516159058,0.3886198401451111,0.38803941011428833,0.8606083989143372,0.8605846762657166,0.4273851811885834,0.4274422526359558
44,85973,3.304627534816973e-05,0.8338624238967896,0.8340797424316406,0.388714075088501,0.38812950253486633,0.8606083989143372,0.8605838418006897,0.42738857865333557,0.4274481534957886
45,70823,3.3437536330893636e-05,0.8334892988204956,0.8337114453315735,0.38887307047843933,0.38827165961265564,0.8606083989143372,0.8605830073356628,0.42740267515182495,0.42746129631996155
46,151133,3.323495184304193e-05,0.8336788415908813,0.8339059948921204,0.38880082964897156,0.3881886303424835,0.8606557846069336,0.8606296181678772,0.4274059236049652,0.4274670481681824
47,95129,3.214020762243308e-05,0.8334952592849731,0.8337273001670837,0.3888809382915497,0.38825035095214844,0.8606616854667664,0.8606347441673279,0.427404522895813,0.42746657133102417
48,83970,3.220236612833105e-05,0.8332642912864685,0.8335011601448059,0.38890087604522705,0.3882540464401245,0.860685408115387,0.8606575727462769,0.42740920186042786,0.42747291922569275
49,4258,3.240680962335318e-05,0.8333116173744202,0.8335534930229187,0.3888600766658783,0.3882058262825012,0.8606735467910767,0.8606448769569397,0.42741456627845764,0.4274807870388031
50,33326,3.270785236964002e-05,0.8334833979606628,0.8337302207946777,0.38876256346702576,0.3881116211414337,0.8607327342033386,0.8607032895088196,0.4274168014526367,0.427485853433609
51,8642,3.2562846172368154e-05,0.8335485458374023,0.8338003158569336,0.38893043994903564,0.38826972246170044,0.8607386946678162,0.8607084155082703,0.4274239242076874,0.42749544978141785
