,perturbs,iters,loss
0,0,0,3.9725873470306396
1,0,1,3.9719324111938477
2,0,2,3.970853328704834
3,0,3,3.9701926708221436
4,0,4,3.967008113861084
5,0,5,3.966348648071289
6,0,6,3.9652645587921143
7,0,7,3.9641811847686768
8,0,8,3.963524580001831
9,0,9,3.961613655090332
10,0,10,3.9605367183685303
11,0,11,3.959887981414795
12,0,12,3.9583911895751953
13,0,13,3.9568967819213867
14,0,14,3.9558277130126953
15,0,15,3.9543254375457764
16,0,16,3.953681468963623
17,0,17,3.952596664428711
18,0,18,3.9519388675689697
19,0,19,3.9491841793060303
20,0,20,3.948110580444336
21,0,21,3.94704270362854
22,0,22,3.9455454349517822
23,0,23,3.9444611072540283
24,0,24,3.9438180923461914
25,0,25,3.943161725997925
26,0,26,3.9420852661132812
27,0,27,3.941422462463379
28,0,28,3.940342426300049
29,0,29,3.9396896362304688
30,0,30,3.9386136531829834
31,0,31,3.9371132850646973
32,0,32,3.9360527992248535
33,0,33,3.934967517852783
34,0,34,3.933894157409668
35,0,35,3.933238983154297
36,0,36,3.932588577270508
37,0,37,3.93152117729187
38,0,38,3.9304463863372803
39,0,39,3.9297914505004883
40,0,40,3.9287023544311523
41,0,41,3.9280574321746826
42,0,42,3.9269773960113525
43,0,43,3.9258992671966553
44,0,44,3.9248173236846924
45,0,45,3.923733711242676
46,0,46,3.922666549682617
47,0,47,3.9211831092834473
48,0,48,3.920527696609497
49,0,49,3.9194655418395996
50,0,50,3.9184036254882812
51,0,51,3.916503429412842
52,0,52,3.915846824645996
53,0,53,3.9152023792266846
54,0,54,3.9145467281341553
55,0,55,3.9130613803863525
56,0,56,3.912407636642456
57,0,57,3.9117660522460938
58,0,58,3.9111087322235107
59,0,59,3.910038709640503
60,0,60,3.9093923568725586
61,0,61,3.9087326526641846
62,0,62,3.908083915710449
63,0,63,3.9074363708496094
64,0,64,3.906359910964966
65,0,65,3.9052860736846924
66,0,66,3.904635190963745
67,0,67,3.903578281402588
68,0,68,3.902514934539795
69,0,69,3.900606155395508
70,0,70,3.899538278579712
71,0,71,3.898052930831909
72,0,72,3.896984815597534
73,0,73,3.8963286876678467
74,0,74,3.8956804275512695
75,0,75,3.895033597946167
76,0,76,3.8931386470794678
77,0,77,3.8920443058013916
78,0,78,3.8909735679626465
79,0,79,3.890331745147705
80,0,80,3.8892719745635986
81,0,81,3.88862681388855
82,0,82,3.8879802227020264
83,0,83,3.8873305320739746
84,0,84,3.886256217956543
85,0,85,3.8856089115142822
86,0,86,3.8849687576293945
87,0,87,3.8839046955108643
88,0,88,3.8815841674804688
89,0,89,3.8805198669433594
90,0,90,3.879869222640991
91,0,91,3.8788089752197266
92,0,92,3.8777387142181396
93,0,93,3.876246213912964
94,0,94,3.875600814819336
95,0,95,3.8745429515838623
96,0,96,3.87306547164917
97,0,97,3.87241792678833
98,0,98,3.8717641830444336
99,0,99,3.8711209297180176
100,1,0,3.972764253616333
101,1,1,3.972109317779541
102,1,2,3.9710299968719482
103,1,3,3.970369338989258
104,1,4,3.9671847820281982
105,1,5,3.9665253162384033
106,1,6,3.9654412269592285
107,1,7,3.96435809135437
108,1,8,3.9637012481689453
109,1,9,3.9617903232574463
110,1,10,3.9607133865356445
111,1,11,3.9600648880004883
112,1,12,3.9585680961608887
113,1,13,3.95707368850708
114,1,14,3.9560043811798096
115,1,15,3.9545018672943115
116,1,16,3.9538581371307373
117,1,17,3.952773332595825
118,1,18,3.952115535736084
119,1,19,3.9493608474731445
120,1,20,3.948287010192871
121,1,21,3.9472193717956543
122,1,22,3.9457221031188965
123,1,23,3.9446372985839844
124,1,24,3.9439942836761475
125,1,25,3.943337917327881
126,1,26,3.9422614574432373
127,1,27,3.941598653793335
128,1,28,3.940518617630005
129,1,29,3.939866065979004
130,1,30,3.9387898445129395
131,1,31,3.9372894763946533
132,1,32,3.9362292289733887
133,1,33,3.9351437091827393
134,1,34,3.934070587158203
135,1,35,3.933415174484253
136,1,36,3.932765007019043
137,1,37,3.931697368621826
138,1,38,3.9306228160858154
139,1,39,3.9299676418304443
140,1,40,3.9288785457611084
141,1,41,3.9282336235046387
142,1,42,3.9271535873413086
143,1,43,3.9260752201080322
144,1,44,3.9249932765960693
145,1,45,3.923909902572632
146,1,46,3.922842502593994
147,1,47,3.9213593006134033
148,1,48,3.920703649520874
149,1,49,3.9196414947509766
150,1,50,3.918579339981079
151,1,51,3.9166793823242188
152,1,52,3.916023015975952
153,1,53,3.9153783321380615
154,1,54,3.9147226810455322
155,1,55,3.9132373332977295
156,1,56,3.912583589553833
157,1,57,3.911942481994629
158,1,58,3.911284923553467
159,1,59,3.910214900970459
160,1,60,3.9095680713653564
161,1,61,3.9089086055755615
162,1,62,3.908259868621826
163,1,63,3.9076123237609863
164,1,64,3.9065358638763428
165,1,65,3.9054620265960693
166,1,66,3.904811143875122
167,1,67,3.903754234313965
168,1,68,3.9026904106140137
169,1,69,3.9007818698883057
170,1,70,3.8997139930725098
171,1,71,3.898228645324707
172,1,72,3.897160530090332
173,1,73,3.8965041637420654
174,1,74,3.8958561420440674
175,1,75,3.895209312438965
176,1,76,3.8933143615722656
177,1,77,3.8922200202941895
178,1,78,3.8911492824554443
179,1,79,3.890507459640503
180,1,80,3.8894476890563965
181,1,81,3.8888022899627686
182,1,82,3.888155937194824
183,1,83,3.8875062465667725
184,1,84,3.8864316940307617
185,1,85,3.885784387588501
186,1,86,3.8851442337036133
187,1,87,3.884079933166504
188,1,88,3.8817596435546875
189,1,89,3.880695104598999
190,1,90,3.880044937133789
191,1,91,3.878984212875366
192,1,92,3.8779141902923584
193,1,93,3.8764212131500244
194,1,94,3.8757760524749756
195,1,95,3.87471866607666
196,1,96,3.8732409477233887
197,1,97,3.8725929260253906
198,1,98,3.8719396591186523
199,1,99,3.8712961673736572
200,2,0,3.972932815551758
201,2,1,3.972278118133545
202,2,2,3.971198558807373
203,2,3,3.9705381393432617
204,2,4,3.967353343963623
205,2,5,3.966693639755249
206,2,6,3.9656097888946533
207,2,7,3.964526891708374
208,2,8,3.96386981010437
209,2,9,3.961958646774292
210,2,10,3.9608817100524902
211,2,11,3.960232973098755
212,2,12,3.9587361812591553
213,2,13,3.9572417736053467
214,2,14,3.956172466278076
215,2,15,3.9546701908111572
216,2,16,3.954026222229004
217,2,17,3.952941656112671
218,2,18,3.9522836208343506
219,2,19,3.9495291709899902
220,2,20,3.948455572128296
221,2,21,3.947387456893921
222,2,22,3.945890426635742
223,2,23,3.944805860519409
224,2,24,3.944162368774414
225,2,25,3.9435064792633057
226,2,26,3.942429542541504
227,2,27,3.9417667388916016
228,2,28,3.9406867027282715
229,2,29,3.9400343894958496
230,2,30,3.938957929611206
231,2,31,3.937457799911499
232,2,32,3.9363973140716553
233,2,33,3.935311794281006
234,2,34,3.9342386722564697
235,2,35,3.9335830211639404
236,2,36,3.9329330921173096
237,2,37,3.9318652153015137
238,2,38,3.930790424346924
239,2,39,3.930135488510132
240,2,40,3.929046869277954
241,2,41,3.9284017086029053
242,2,42,3.927321195602417
243,2,43,3.9262430667877197
244,2,44,3.925161123275757
245,2,45,3.9240777492523193
246,2,46,3.9230105876922607
247,2,47,3.921527147293091
248,2,48,3.9208717346191406
249,2,49,3.919809341430664
250,2,50,3.9187474250793457
251,2,51,3.916846990585327
252,2,52,3.9161906242370605
253,2,53,3.915546178817749
254,2,54,3.9148905277252197
255,2,55,3.913404941558838
256,2,56,3.9127514362335205
257,2,57,3.912109851837158
258,2,58,3.911452293395996
259,2,59,3.9103825092315674
260,2,60,3.909735918045044
261,2,61,3.90907621383667
262,2,62,3.9084274768829346
263,2,63,3.9077799320220947
264,2,64,3.906703233718872
265,2,65,3.9056296348571777
266,2,66,3.9049787521362305
267,2,67,3.9039218425750732
268,2,68,3.902858018875122
269,2,69,3.900949239730835
270,2,70,3.899881362915039
271,2,71,3.8983962535858154
272,2,72,3.8973281383514404
273,2,73,3.896671772003174
274,2,74,3.896023750305176
275,2,75,3.895376682281494
276,2,76,3.893481731414795
277,2,77,3.8923871517181396
278,2,78,3.8913168907165527
279,2,79,3.8906748294830322
280,2,80,3.8896148204803467
281,2,81,3.888969898223877
282,2,82,3.8883230686187744
283,2,83,3.8876736164093018
284,2,84,3.88659930229187
285,2,85,3.8859517574310303
286,2,86,3.8853113651275635
287,2,87,3.884247303009033
288,2,88,3.8819267749786377
289,2,89,3.8808624744415283
290,2,90,3.88021183013916
291,2,91,3.8791515827178955
292,2,92,3.8780810832977295
293,2,93,3.8765883445739746
294,2,94,3.875943422317505
295,2,95,3.8748855590820312
296,2,96,3.8734076023101807
297,2,97,3.8727598190307617
298,2,98,3.8721065521240234
299,2,99,3.8714630603790283
300,3,0,3.973098039627075
301,3,1,3.9724435806274414
302,3,2,3.9713642597198486
303,3,3,3.970703601837158
304,3,4,3.9675185680389404
305,3,5,3.9668593406677246
306,3,6,3.96577525138855
307,3,7,3.9646918773651123
308,3,8,3.9640352725982666
309,3,9,3.9621238708496094
310,3,10,3.961047410964966
311,3,11,3.9603986740112305
312,3,12,3.958901882171631
313,3,13,3.9574074745178223
314,3,14,3.9563379287719727
315,3,15,3.9548354148864746
316,3,16,3.9541916847229004
317,3,17,3.9531071186065674
318,3,18,3.952449321746826
319,3,19,3.9496941566467285
320,3,20,3.9486207962036133
321,3,21,3.9475529193878174
322,3,22,3.9460554122924805
323,3,23,3.9449710845947266
324,3,24,3.9443280696868896
325,3,25,3.943671703338623
326,3,26,3.9425950050354004
327,3,27,3.941932439804077
328,3,28,3.940852165222168
329,3,29,3.940199613571167
330,3,30,3.9391236305236816
331,3,31,3.9376230239868164
332,3,32,3.9365622997283936
333,3,33,3.9354770183563232
334,3,34,3.934403657913208
335,3,35,3.933748722076416
336,3,36,3.933098316192627
337,3,37,3.932030439376831
338,3,38,3.9309561252593994
339,3,39,3.9303011894226074
340,3,40,3.9292118549346924
341,3,41,3.9285666942596436
342,3,42,3.9274866580963135
343,3,43,3.9264087677001953
344,3,44,3.925326347351074
345,3,45,3.9242429733276367
346,3,46,3.923175573348999
347,3,47,3.921692371368408
348,3,48,3.921036720275879
349,3,49,3.9199745655059814
350,3,50,3.918912410736084
