,perturbs,iters,loss
0,0,0,3.9725873470306396
1,0,1,3.870129346847534
2,0,2,3.7656044960021973
3,0,3,3.6621406078338623
4,0,4,3.564145565032959
5,0,5,3.475522041320801
6,0,6,3.389129877090454
7,0,7,3.3045029640197754
8,0,8,3.2270474433898926
9,0,9,3.1458563804626465
10,1,0,3.972764253616333
11,1,1,3.8703043460845947
12,1,2,3.7657783031463623
13,1,3,3.6623127460479736
14,1,4,3.564316511154175
15,1,5,3.475691795349121
16,1,6,3.3892979621887207
17,1,7,3.3046696186065674
18,1,8,3.22721266746521
19,1,9,3.1460206508636475
20,2,0,3.9729292392730713
21,2,1,3.870469331741333
22,2,2,3.7659428119659424
23,2,3,3.6624767780303955
24,2,4,3.5644798278808594
25,2,5,3.4758543968200684
26,2,6,3.389460325241089
27,2,7,3.3048315048217773
28,2,8,3.2273736000061035
29,2,9,3.146181106567383
30,3,0,3.9730892181396484
31,3,1,3.87062931060791
32,3,2,3.766101837158203
33,3,3,3.662635326385498
34,3,4,3.564638137817383
35,3,5,3.4760117530822754
36,3,6,3.389617443084717
37,3,7,3.304988145828247
38,3,8,3.227530002593994
39,3,9,3.146336793899536
40,4,0,3.9732580184936523
41,4,1,3.8707962036132812
42,4,2,3.7662670612335205
43,4,3,3.6627988815307617
44,4,4,3.5648000240325928
45,4,5,3.47617244720459
46,4,6,3.3897762298583984
47,4,7,3.305145502090454
48,4,8,3.2276854515075684
49,4,9,3.146491527557373
50,5,0,3.973414659500122
51,5,1,3.8709518909454346
52,5,2,3.7664225101470947
53,5,3,3.6629536151885986
54,5,4,3.5649542808532715
55,5,5,3.4763262271881104
56,5,6,3.3899295330047607
57,5,7,3.305298089981079
58,5,8,3.2278380393981934
59,5,9,3.1466431617736816
60,6,0,3.973569393157959
61,6,1,3.871105909347534
62,6,2,3.766575574874878
63,6,3,3.6631062030792236
64,6,4,3.565106153488159
65,6,5,3.4764773845672607
66,6,6,3.390079975128174
67,6,7,3.305448055267334
68,6,8,3.22798752784729
69,6,9,3.146791696548462
70,7,0,3.9737207889556885
71,7,1,3.8712570667266846
72,7,2,3.76672625541687
73,7,3,3.6632561683654785
74,7,4,3.565256118774414
75,7,5,3.4766268730163574
76,7,6,3.390228748321533
77,7,7,3.3055965900421143
78,7,8,3.228135347366333
79,7,9,3.1469390392303467
80,8,0,3.9738731384277344
81,8,1,3.871408700942993
82,8,2,3.7668774127960205
83,8,3,3.6634068489074707
84,8,4,3.56540584564209
85,8,5,3.476776123046875
86,8,6,3.3903775215148926
87,8,7,3.3057444095611572
88,8,8,3.2282824516296387
89,8,9,3.1470859050750732
90,9,0,3.9740231037139893
91,9,1,3.871558666229248
92,9,2,3.767026424407959
93,9,3,3.663555145263672
94,9,4,3.565553665161133
95,9,5,3.4769229888916016
96,9,6,3.390523672103882
97,9,7,3.3058903217315674
98,9,8,3.2284281253814697
99,9,9,3.147230625152588
