 ,Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,0.9297892277597056,0.8844165840734017,0.9275155924622264,0.8865709055002208,0.9297892277597056,0.8844165840734017,0.9275155924622264,0.8865709055002208
2000,0.9188645231837564,0.8752260082920367,0.9318481911645344,0.8829646938324911,0.9274274455786912,0.8846864714685246,0.929569934359628,0.8833617253814827
4000,0.915097725108769,0.8744755985967323,0.9274731065439902,0.8704745412393895,0.92762901700824,0.8818351258525097,0.9328580558049862,0.87560936166037
6000,0.902690340129586,0.8700886327952505,0.9172411516558224,0.8618031806584564,0.9151780214962764,0.8673468414209313,0.9287007577860528,0.865160783327609
8000,0.8895404126349153,0.8555637235660664,0.9127279943171503,0.8497211937588931,0.9229998828482964,0.8688888204700456,0.9257023458977812,0.859446943231441
10000,0.881924854567653,0.8466359832687308,0.9099418996875898,0.8271430351798243,0.9203546076980014,0.8681514768657084,0.9228584593677048,0.8571702799175702
Drop %,4.786437319205261,3.778060080467094,1.7573692774636607,5.942787032039643,0.9434620061704257,1.6265107207693363,0.4657133094521537,2.9400625582650552
