 ,Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,0.8581663652834122,0.8510065894705854,0.8582171204423568,0.8347483391393944,0.8581663652834122,0.8510065894705854,0.8582171204423568,0.8347483391393944
2000,0.8549095707075588,0.8470648164957559,0.8555957785786985,0.8368916539914627,0.8580393451898067,0.8494002796722437,0.8574308859035772,0.8356755274520388
4000,0.8493672928595988,0.8464552119621214,0.8508599439294358,0.8380980373877631,0.8578631784973854,0.8469492824199009,0.8574058180263575,0.8405064177420146
6000,0.8438969496665263,0.8395272815367254,0.8445859361204308,0.8360174046906432,0.8575000002538931,0.8481438570236985,0.8576209768957346,0.842986097345567
8000,0.2311706343637861,0.217621023256955,0.8392389011644954,0.8053376919680093,0.855608569343395,0.8334456196948137,0.8581925671149093,0.8288789509837594
10000,0.831661206639615,0.8238120811049507,0.8336300711900316,0.8098956932927728,0.8574083206705859,0.8267029230656003,0.8585734614317029,0.8239975418281733
Drop %,2.650515864379721,2.719450836563464,2.4587049252325133,2.4852645846621613,0.07580446128262475,2.4303666404985047,-0.03563409893461156,1.0750797311221083
