 ,Meta-attack (Accuracy %),Meta-attack (Accuracy %),Meta-attack (Accuracy %),Meta-attack (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,90.8213,76.0556,94.7707,75.0229,90.8213,76.0556,94.7707,75.0229
2000,89.9968,74.7827,94.4943,73.755,90.5136,75.278,94.5496,73.8392
4000,89.3021,73.6906,94.2077,72.7174,90.2522,74.3592,94.3607,73.3687
6000,88.7735,72.4549,93.8432,71.7417,89.924,73.4974,94.2593,72.4524
8000,88.3122,71.6897,93.7138,70.9096,89.8278,72.7867,94.0818,71.6426
10000,87.7831,70.8229,93.5149,70.0577,89.5709,71.8382,93.9668,70.9492
Drop %,3.038199999999989,5.232699999999994,1.2558000000000078,4.96520000000001,1.250399999999999,4.217399999999998,0.8038999999999987,4.073700000000002
