 ,Meta-attack (Accuracy %),Meta-attack (Accuracy %),Meta-attack (Accuracy %),Meta-attack (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,94.849,74.9486,86.9351,77.1229,94.849,74.9486,86.9351,77.1229
1000,94.6135,74.2453,86.5104,76.588,94.7456,74.4509,86.7931,76.7391
2000,94.4531,74.015,86.1901,76.0358,94.6022,74.2998,86.6217,76.536
3000,94.3117,73.495,85.9551,75.5776,94.4843,73.8565,86.4949,76.1522
4000,94.1723,73.2176,85.71,75.226,94.4191,73.2349,86.2485,75.6371
5000,94.0667,72.856,85.3622,74.9387,94.3181,72.8511,86.169,75.2928
Drop %,0.7823000000000064,2.0926000000000045,1.5729000000000042,2.184200000000004,0.5309000000000026,2.0974999999999966,0.7661000000000087,1.8301000000000016
