 ,Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,0.972109965978598,0.8370784321181491,0.9897268408765496,0.8177104337373045,0.972109965978598,0.8370784321181491,0.9897268408765496,0.8177104337373045
2000,0.9668050404862212,0.8203080663362937,0.9885973833726278,0.8038304192630391,0.970280012925262,0.8260115622393407,0.9889916075935512,0.8072090206564937
4000,0.9623327675584178,0.8065495768117364,0.9869719329798068,0.7915818630096658,0.9687041903259032,0.817753865119474,0.9883249898485368,0.7995881666748443
6000,0.958693665103438,0.7938490640792897,0.9860699057817954,0.7814221836514401,0.9671534495599188,0.8085223455669497,0.9876244317027758,0.7897243756439822
8000,0.954997636713023,0.7856750772778568,0.9852121353970316,0.7709298709582454,0.9660106457054788,0.8013998417643884,0.987058874892394,0.781835675383936
10000,0.951914839575553,0.7755797176291643,0.9844443589306234,0.7616993879103087,0.9648055409454536,0.7922058461312007,0.986566014579656,0.7745055640056916
Drop %,2.0195126403044994,6.14987144889848,0.5282481945926176,5.601104582699579,0.7304425033144435,4.487258598694844,0.3160826296893626,4.320486973161286
