 ,Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Meta-attack (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC),Baseline (AUROC)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,0.8999390917996959,0.8758113770178106,0.8587866208128714,0.8432745866247977,0.8999390917996959,0.8758113770178106,0.8587866208128714,0.8432745866247977
2000,0.898365797919968,0.8775207852902212,0.856063551208467,0.8474371792355625,0.8990333874971026,0.8733688950493106,0.860000406590435,0.8475657867621804
4000,0.8957101854361998,0.8772902335508561,0.8527057501256298,0.8470753262842843,0.8983358376360131,0.8717553836906923,0.8607413845440259,0.8480118762572985
6000,0.8919726180571592,0.8740675531131937,0.8481775406994119,0.8445471848780727,0.8976124526066351,0.8714725675874588,0.8583574099526066,0.8460471345861342
8000,0.8879295255099904,0.8723400863549384,0.8426533416411846,0.8434399955841224,0.8966518155910694,0.8696005249987733,0.8549282428459359,0.8469492615671458
10000,0.8826198592358518,0.8680322113733379,0.8391194446638898,0.8380186632157401,0.8959988365099927,0.8676899919042245,0.8580366952186415,0.845833023404151
Drop %,1.7319232563844045,0.7779165644472785,1.9667176148981613,0.5255923409057561,0.39402552897032095,0.8121385113586177,0.07499255942299277,-0.25584367793533014
