,edges,metagrad,attacker_accuracy_before,attacker_accuracy_after,eval_accuracy_before,eval_accuracy_after,attacker_loss_before,attacker_loss_after,eval_loss_before,eval_loss_after
102,184209,2.4844114250299754e-06,0.4993650019168854,0.49961981177330017,0.4976300001144409,0.49766382575035095,0.7027257680892944,0.7025828957557678,4.010709762573242,4.0109429359436035
103,191990,2.4840878722898196e-06,0.49935999512672424,0.4996173083782196,0.4976249933242798,0.4976613223552704,0.7027282118797302,0.7025839686393738,4.010735988616943,4.010963439941406
104,92176,2.4818634756229585e-06,0.4993549883365631,0.49961480498313904,0.49761998653411865,0.49765878915786743,0.702730655670166,0.7025851011276245,4.010782241821289,4.010982513427734
105,118984,2.481371211615624e-06,0.499349981546402,0.49961230158805847,0.4976149797439575,0.49765628576278687,0.7027331590652466,0.70258629322052,4.010904312133789,4.011003017425537
106,42039,2.4797341211524326e-06,0.49934497475624084,0.4996097981929779,0.49761998653411865,0.49765875935554504,0.7027356028556824,0.702587366104126,4.010839939117432,4.010958194732666
107,93266,2.4788937480479944e-06,0.4993399977684021,0.49960729479789734,0.4976249933242798,0.4976612627506256,0.7027381062507629,0.7025885581970215,4.010829448699951,4.010968208312988
108,182491,2.47825278165692e-06,0.49933499097824097,0.4996047914028168,0.4976300001144409,0.4976637363433838,0.7027406096458435,0.7025896310806274,4.010807991027832,4.010966777801514
109,138293,2.4776436475804076e-06,0.49932998418807983,0.4996022880077362,0.4976249933242798,0.4976612329483032,0.7027431130409241,0.702590823173523,4.010892868041992,4.010985851287842
110,80983,2.477275984347216e-06,0.4993249773979187,0.49959978461265564,0.4976300001144409,0.4976637065410614,0.7027455568313599,0.7025919556617737,4.010838031768799,4.010951519012451
111,136579,2.4754558580752928e-06,0.49932000041007996,0.4995972812175751,0.49763497710227966,0.49766620993614197,0.7027480006217957,0.7025930881500244,4.010807991027832,4.010941505432129
112,180572,2.4734076760069e-06,0.4993149936199188,0.4995947778224945,0.4976399838924408,0.49766868352890015,0.7027505040168762,0.7025942206382751,4.010799884796143,4.010952949523926
113,96388,2.4718397071410436e-06,0.4993099868297577,0.49959227442741394,0.49764499068260193,0.4976711869239807,0.702752947807312,0.7025953531265259,4.010769844055176,4.0109429359436035
114,98018,2.4714738628972555e-06,0.49930498003959656,0.4995897710323334,0.49764999747276306,0.4976736605167389,0.7027554512023926,0.7025964260101318,4.0107035636901855,4.0108962059021
115,172664,2.470381559760426e-06,0.4992999732494354,0.4995872676372528,0.4976549744606018,0.49767616391181946,0.7027579545974731,0.7025975584983826,4.010632514953613,4.01084566116333
116,4661,2.4699527330085402e-06,0.4992949962615967,0.49958476424217224,0.49764999747276306,0.4976736307144165,0.7027603983879089,0.7025986909866333,4.010682106018066,4.010865688323975
117,178372,2.469105766067514e-06,0.49928998947143555,0.4995822608470917,0.49764499068260193,0.49767112731933594,0.7027629017829895,0.702599823474884,4.010738849639893,4.010885715484619
118,187738,2.4656017103552585e-06,0.4992849826812744,0.4995797276496887,0.49764999747276306,0.4976736307144165,0.7027652859687805,0.7026010155677795,4.010698318481445,4.010865211486816
119,33162,2.464566705384641e-06,0.4992799758911133,0.49957722425460815,0.4976549744606018,0.4976761043071747,0.7027677893638611,0.7026020884513855,4.0106635093688965,4.01085090637207
120,101022,2.4645032681291923e-06,0.49927499890327454,0.4995747208595276,0.49765998125076294,0.49767860770225525,0.7027702927589417,0.702603280544281,4.010647296905518,4.010854721069336
121,198962,2.4641010440973332e-06,0.4992699921131134,0.499572217464447,0.4976649880409241,0.4976810812950134,0.7027727365493774,0.702604353427887,4.010637283325195,4.010863304138184
122,5583,2.4635369300085586e-06,0.49926498532295227,0.49956971406936646,0.4976699948310852,0.4976835548877716,0.7027751207351685,0.7026054263114929,4.010630130767822,4.010875225067139
123,38335,2.4625846890558023e-06,0.49925997853279114,0.4995672106742859,0.4976649880409241,0.49768105149269104,0.702777624130249,0.7026066184043884,4.010672569274902,4.010895729064941
124,106454,2.4618168481538305e-06,0.4992550015449524,0.4995647072792053,0.4976699948310852,0.4976835548877716,0.7027801275253296,0.7026076912879944,4.010659694671631,4.010902404785156
125,91488,2.4612952529423637e-06,0.49924999475479126,0.49956223368644714,0.4976649880409241,0.4976810812950134,0.7027825713157654,0.7026089429855347,4.010717868804932,4.010922431945801
126,164460,2.4612643301225035e-06,0.4992449879646301,0.4995597302913666,0.49765998125076294,0.4976785480976105,0.7027849555015564,0.7026100158691406,4.010775089263916,4.010942459106445
127,148431,2.4609191768831806e-06,0.499239981174469,0.499557226896286,0.4976649880409241,0.49768105149269104,0.702787458896637,0.7026112079620361,4.01072883605957,4.010915756225586
128,163463,2.4607847990409937e-06,0.49923497438430786,0.49955472350120544,0.49765998125076294,0.4976785182952881,0.7027899622917175,0.7026123404502869,4.01077127456665,4.0109357833862305
129,132678,2.4600574306532508e-06,0.4992299973964691,0.4995522201061249,0.4976549744606018,0.4976760149002075,0.7027924060821533,0.7026134133338928,4.010827541351318,4.010956287384033
130,93571,2.459863708281773e-06,0.499224990606308,0.4995497167110443,0.49764999747276306,0.49767351150512695,0.7027949094772339,0.7026145458221436,4.010828018188477,4.01097297668457
131,5016,2.459662482579006e-06,0.49921998381614685,0.49954721331596375,0.49764499068260193,0.497670978307724,0.7027973532676697,0.7026156783103943,4.010828018188477,4.010989189147949
132,187869,2.4593334728706395e-06,0.4992149770259857,0.4995447099208832,0.49764999747276306,0.49767348170280457,0.7027997970581055,0.7026168704032898,4.010805130004883,4.010985851287842
133,134381,2.4574055714765564e-06,0.499210000038147,0.4995422065258026,0.4976549744606018,0.49767595529556274,0.7028022408485413,0.7026179432868958,4.010776996612549,4.010978698730469
134,126885,2.45699970946589e-06,0.49920499324798584,0.49953970313072205,0.49765998125076294,0.4976784586906433,0.7028047442436218,0.7026190161705017,4.0107622146606445,4.010983467102051
135,139444,2.456372840242693e-06,0.4991999864578247,0.4995371997356415,0.4976649880409241,0.4976809322834015,0.7028071880340576,0.7026202082633972,4.01072359085083,4.010964870452881
136,193322,2.4556759399274597e-06,0.4991949796676636,0.4995346963405609,0.4976699948310852,0.49768343567848206,0.7028096914291382,0.7026212811470032,4.010721206665039,4.010980129241943
137,74695,2.4535561351513024e-06,0.49918997287750244,0.49953216314315796,0.4976649880409241,0.4976809024810791,0.7028120756149292,0.7026224136352539,4.010732173919678,4.01099967956543
138,139361,2.453234174026875e-06,0.4991849958896637,0.4995296597480774,0.49765998125076294,0.49767839908599854,0.7028145790100098,0.7026235461235046,4.010733604431152,4.011016845703125
139,187500,2.4532077986805234e-06,0.49917998909950256,0.4995271563529968,0.4976649880409241,0.4976808726787567,0.7028170228004456,0.7026247382164001,4.010705947875977,4.0110087394714355
140,55003,2.452401759001077e-06,0.49917498230934143,0.49952465295791626,0.4976699948310852,0.4976833760738373,0.7028195261955261,0.7026258111000061,4.010626316070557,4.010949611663818
141,15955,2.4520716124243336e-06,0.4991699755191803,0.4995221495628357,0.4976649880409241,0.4976808428764343,0.7028219103813171,0.7026268839836121,4.010636329650879,4.0109686851501465
142,95163,2.452044554956956e-06,0.49916499853134155,0.4995196461677551,0.49765998125076294,0.49767833948135376,0.7028243541717529,0.7026280760765076,4.010640621185303,4.010987281799316
143,183968,2.4511537048965693e-06,0.4991599917411804,0.49951714277267456,0.4976649880409241,0.49768081307411194,0.7028268575668335,0.7026291489601135,4.010621547698975,4.010988235473633
144,6297,2.4505670808139257e-06,0.4991549849510193,0.499514639377594,0.4976699948310852,0.4976833164691925,0.7028293609619141,0.7026302218437195,4.010598659515381,4.010984420776367
145,181774,2.450509327900363e-06,0.49914997816085815,0.4995121657848358,0.49767500162124634,0.49768584966659546,0.7028316855430603,0.7026314735412598,4.010544776916504,4.010951995849609
146,33509,2.450009560561739e-06,0.4991450011730194,0.49950966238975525,0.4976699948310852,0.4976833164691925,0.7028341889381409,0.7026325464248657,4.010591983795166,4.010971546173096
147,15328,2.44975103669276e-06,0.4991399943828583,0.4995071589946747,0.4976649880409241,0.49768081307411194,0.7028366923332214,0.7026337385177612,4.0106201171875,4.01099157333374
148,3746,2.4496096102666343e-06,0.49913498759269714,0.4995046555995941,0.4976699948310852,0.4976832866668701,0.7028390169143677,0.7026348114013672,4.0106000900268555,4.01099157333374
149,113993,2.449278099447838e-06,0.499129980802536,0.49950215220451355,0.4976649880409241,0.49768078327178955,0.7028415203094482,0.7026360034942627,4.010616302490234,4.011010646820068
150,71784,2.4492310330970213e-06,0.4991249740123749,0.4994996190071106,0.4976699948310852,0.49768325686454773,0.7028440237045288,0.7026370763778687,4.010594844818115,4.011010646820068
151,49289,2.447445694997441e-06,0.49911999702453613,0.49949711561203003,0.49767500162124634,0.4976857602596283,0.7028464078903198,0.7026382088661194,4.010592460632324,4.011025428771973
152,102923,2.447119868520531e-06,0.499114990234375,0.49949461221694946,0.4976799786090851,0.4976882338523865,0.7028489112854004,0.7026393413543701,4.010590553283691,4.011040687561035
153,191086,2.4469420623063343e-06,0.49910998344421387,0.4994921088218689,0.4976849853992462,0.49769073724746704,0.7028512954711914,0.7026404738426208,4.010575771331787,4.011045932769775
154,60657,2.4469268282700796e-06,0.49910497665405273,0.49948960542678833,0.4976799786090851,0.4976882040500641,0.702853798866272,0.702641487121582,4.010612964630127,4.01106595993042
155,143000,2.4466917238896713e-06,0.499099999666214,0.49948710203170776,0.4976849853992462,0.49769070744514465,0.7028562426567078,0.7026426792144775,4.01058292388916,4.0110554695129395
156,114064,2.446671032885206e-06,0.49909499287605286,0.4994845986366272,0.49768999218940735,0.49769318103790283,0.7028586268424988,0.7026437520980835,4.0105390548706055,4.0110321044921875
157,84365,2.445643531245878e-06,0.4990899860858917,0.49948209524154663,0.4976949989795685,0.4976956844329834,0.7028610706329346,0.702644944190979,4.010501384735107,4.011013984680176
