,edges,metagrad,accuracy_before,accuracy_after,loss_before,loss_after
0,411277,6.263414252316579e-05,0.8631911277770996,0.8631911277770996,0.3279477655887604,0.3279477655887604
1,43354,5.1214316044934094e-05,0.8631550073623657,0.8631571531295776,0.3279922604560852,0.3279513418674469
2,138818,4.7956542402971536e-05,0.8631502389907837,0.8631543517112732,0.32801342010498047,0.3279535472393036
3,347353,4.487688420340419e-05,0.8631454110145569,0.8631516695022583,0.32804229855537415,0.32796037197113037
4,291651,4.438019823282957e-05,0.8631213307380676,0.8631296157836914,0.32806119322776794,0.3279602825641632
5,153083,4.3635543988784775e-05,0.8631526231765747,0.8631630539894104,0.3280724883079529,0.3279593586921692
6,210455,4.353145050117746e-05,0.8631188869476318,0.8631314039230347,0.32808881998062134,0.32796287536621094
7,68333,4.3226526031503454e-05,0.8630875945091248,0.8631021976470947,0.3281192481517792,0.32797279953956604
8,137099,4.315519618103281e-05,0.8631188869476318,0.8631355166435242,0.3281497657299042,0.32798200845718384
9,207579,4.3042455217801034e-05,0.8631213307380676,0.8631399869918823,0.328180193901062,0.327997624874115
10,48722,4.2679017496993765e-05,0.8631285429000854,0.8631493449211121,0.3282157778739929,0.3280096650123596
11,161521,4.192085179965943e-05,0.8631188869476318,0.8631417155265808,0.3282451629638672,0.3280196189880371
12,99555,4.1865296225296333e-05,0.8631141185760498,0.8631390333175659,0.3282827138900757,0.3280363380908966
13,65384,4.184927820460871e-05,0.8630875945091248,0.863114595413208,0.3283151388168335,0.3280494809150696
14,190679,4.160033859079704e-05,0.8630467057228088,0.8630757927894592,0.3283410966396332,0.3280583322048187
15,82944,4.1458526538917795e-05,0.8630226254463196,0.8630537390708923,0.32837775349617004,0.3280758261680603
16,331918,4.145400816923939e-05,0.863012969493866,0.8630462288856506,0.328408807516098,0.32808902859687805
17,3534,4.1386698285350576e-05,0.8630707859992981,0.8631060719490051,0.32843923568725586,0.328097939491272
18,191144,4.126823114347644e-05,0.8630539178848267,0.8630912899971008,0.3284602165222168,0.32810303568840027
19,232624,4.112685564905405e-05,0.8630683422088623,0.8631078004837036,0.3284737467765808,0.3281068801879883
20,71263,4.111982707399875e-05,0.8630539178848267,0.8630954623222351,0.328498512506485,0.3281126916408539
21,172337,4.102392995264381e-05,0.8630563020706177,0.8630999326705933,0.3285306394100189,0.3281215727329254
22,161093,4.075514880241826e-05,0.863041877746582,0.8630875945091248,0.3285553455352783,0.3281302750110626
23,154515,4.0158003685064614e-05,0.8630370497703552,0.8630847930908203,0.32857298851013184,0.3281354010105133
24,412121,3.9965263567864895e-05,0.8630177974700928,0.8630676865577698,0.3286074101924896,0.3281513750553131
25,301181,3.989286778960377e-05,0.8629816770553589,0.8630335927009583,0.3286311626434326,0.32815563678741455
26,296111,3.979626126238145e-05,0.8629985451698303,0.8630525469779968,0.3286588788032532,0.3281692564487457
27,175270,3.950890095438808e-05,0.8630009293556213,0.863057017326355,0.32868871092796326,0.3281788229942322
28,358735,3.941966497222893e-05,0.8630201816558838,0.8630783557891846,0.32870227098464966,0.32817909121513367
29,107931,3.9295104215852916e-05,0.8630322217941284,0.8630924820899963,0.3287316560745239,0.32819807529449463
30,225677,3.918561924365349e-05,0.8630273938179016,0.8630897402763367,0.3287569582462311,0.3282029628753662
31,84543,3.910894156433642e-05,0.8629768490791321,0.8630412220954895,0.32879331707954407,0.3282211422920227
32,279498,3.865502367261797e-05,0.8629985451698303,0.8630650043487549,0.3288083076477051,0.32822558283805847
33,17982,3.864977043122053e-05,0.862943172454834,0.8630116581916809,0.32883620262145996,0.32823628187179565
34,44389,3.849264976452105e-05,0.8629527688026428,0.8630234599113464,0.32884761691093445,0.32823261618614197
35,202744,3.838585325866006e-05,0.8629696369171143,0.8630422949790955,0.3288723826408386,0.3282392621040344
36,113236,3.82884536520578e-05,0.8629720211029053,0.8630468249320984,0.32889676094055176,0.3282458484172821
37,33991,3.8181315176188946e-05,0.8629407286643982,0.8630175590515137,0.32892054319381714,0.32824864983558655
38,268311,3.813797957263887e-05,0.862943172454834,0.8630220890045166,0.328953355550766,0.3282615542411804
39,239503,3.810142879956402e-05,0.8629142642021179,0.8629952669143677,0.32898494601249695,0.32827702164649963
40,11012,3.794596705120057e-05,0.8629214763641357,0.8630046248435974,0.32900241017341614,0.3282822370529175
41,111403,3.78722652385477e-05,0.8629118204116821,0.8629969954490662,0.32903799414634705,0.32830145955085754
42,364079,3.780183760682121e-05,0.8629335165023804,0.8630207777023315,0.32906824350357056,0.3283143937587738
43,90223,3.767054295167327e-05,0.8628973960876465,0.86298668384552,0.3290896713733673,0.32832014560699463
44,159657,3.7633457395713776e-05,0.8629046082496643,0.8629960417747498,0.32911789417266846,0.3283330202102661
45,107755,3.757343802135438e-05,0.862878143787384,0.8629716634750366,0.329132080078125,0.32833802700042725
46,219479,3.742286571650766e-05,0.8629046082496643,0.863000214099884,0.32915404438972473,0.3283402919769287
47,25612,3.7427635106723756e-05,0.862880527973175,0.8629782199859619,0.3291783630847931,0.32834863662719727
48,307823,3.7425608752528206e-05,0.8628420233726501,0.8629417419433594,0.3292011022567749,0.32835572957992554
49,244457,3.731198739842512e-05,0.8628637194633484,0.8629655241966248,0.32922273874282837,0.3283597528934479
50,375200,3.727182047441602e-05,0.8628348112106323,0.8629387021064758,0.32924941182136536,0.3283683657646179
51,124955,3.720873428392224e-05,0.8628684878349304,0.8629745244979858,0.32927703857421875,0.32837778329849243
52,112257,3.718751759151928e-05,0.8628829717636108,0.8629909753799438,0.3293071687221527,0.3283931314945221
53,42675,3.716934588737786e-05,0.8628444075584412,0.8629546165466309,0.32934117317199707,0.32840514183044434
54,408664,3.709397424245253e-05,0.862878143787384,0.8629903197288513,0.3293658196926117,0.3284127712249756
55,119069,3.7094647268531844e-05,0.8628997802734375,0.8630141615867615,0.32937973737716675,0.328409343957901
56,283491,3.696745989145711e-05,0.8628299832344055,0.8629463315010071,0.32940658926963806,0.32841938734054565
57,124834,3.688878132379614e-05,0.8628709316253662,0.8629893660545349,0.3294103741645813,0.32841259241104126
58,89595,3.678784196381457e-05,0.8628973960876465,0.8630179166793823,0.3294414281845093,0.3284294009208679
59,225293,3.6674504372058436e-05,0.8629214763641357,0.8630441427230835,0.3294546902179718,0.3284263014793396
