,edges,metagrad,accuracy
214,197355,7.906253449618816e-05,0.8603599667549133
215,49427,7.902825745986775e-05,0.8602499961853027
216,63871,7.89579062256962e-05,0.8601999878883362
217,101802,7.893024303484708e-05,0.8602199554443359
218,99134,7.882123463787138e-05,0.8602249622344971
219,170548,7.877874304540455e-05,0.8602550029754639
220,172971,8.057554077822715e-05,0.8602699637413025
221,36645,7.847287633921951e-05,0.8602449893951416
222,186375,7.846267544664443e-05,0.8602499961853027
223,80295,7.843208004487678e-05,0.8602249622344971
224,147239,7.842797640478238e-05,0.860194981098175
225,100649,7.841143087716773e-05,0.8601399660110474
226,26549,7.837593147996813e-05,0.8601250052452087
227,191034,7.83637588028796e-05,0.8601399660110474
228,137202,7.823223131708801e-05,0.8601049780845642
229,23227,7.819817255949602e-05,0.8601799607276917
230,126169,7.813967386027798e-05,0.8601799607276917
231,70337,7.811592513462529e-05,0.8601549863815308
232,93631,7.809454837115481e-05,0.8601799607276917
233,59462,7.808514055795968e-05,0.8601349592208862
234,128923,7.803328480804339e-05,0.860194981098175
235,129398,7.800017920089886e-05,0.8602049946784973
236,74081,7.798684964654967e-05,0.8601849675178528
237,48546,7.826445653336123e-05,0.8601499795913696
238,30010,7.79887122916989e-05,0.8601549863815308
239,47440,7.778411963954568e-05,0.860164999961853
240,161107,7.759163418086246e-05,0.8601499795913696
241,141949,7.744974573142827e-05,0.8602049946784973
242,44539,7.738199201412499e-05,0.8601899743080139
243,8826,7.733099482720718e-05,0.8601349592208862
244,177228,7.731572986813262e-05,0.8601449728012085
245,157563,7.72931962274015e-05,0.8601250052452087
246,55957,7.71594131947495e-05,0.8600999712944031
247,105916,7.714973617112264e-05,0.8600649833679199
248,103816,7.71038539824076e-05,0.8600499629974365
249,147681,7.690667553106323e-05,0.8600350022315979
250,92702,7.689740596106276e-05,0.8600099682807922
251,29509,7.682333671255037e-05,0.8600549697875977
252,101162,7.67563033150509e-05,0.8600800037384033
253,77195,7.67362944316119e-05,0.8600749969482422
254,114846,7.662892312509939e-05,0.8600350022315979
255,38202,7.665279554203153e-05,0.8600350022315979
256,60848,7.660443225177005e-05,0.8600449562072754
257,137400,7.659370749024674e-05,0.85999995470047
258,66169,7.657158857909963e-05,0.859969973564148
259,153230,7.646013546036556e-05,0.8599449992179871
260,17157,7.63998250477016e-05,0.859969973564148
261,18467,7.632011693203822e-05,0.8599449992179871
262,128231,7.624212594237179e-05,0.8599849939346313
263,166536,7.610706961713731e-05,0.8600399494171143
264,164986,7.608481246279553e-05,0.8600149750709534
265,61958,7.606880535604432e-05,0.8600449562072754
266,9335,7.60417096898891e-05,0.8600049614906311
267,51736,7.602354162372649e-05,0.8599649667739868
268,54907,7.600114622619003e-05,0.8599900007247925
269,79330,7.594330963911489e-05,0.8599950075149536
270,41773,7.591214671265334e-05,0.859969973564148
271,136375,7.60751063353382e-05,0.8599799871444702
272,152803,7.589763117721304e-05,0.859969973564148
273,83717,7.586810534121469e-05,0.8599500060081482
274,112839,7.577221549581736e-05,0.8598999977111816
275,108937,7.5756739533972e-05,0.8599050045013428
276,181089,7.573954644612968e-05,0.8598600029945374
277,134896,7.574437040602788e-05,0.8599099516868591
278,91771,7.570393790956587e-05,0.8599149584770203
279,161559,7.570057641714811e-05,0.8599299788475037
280,104837,7.564354746136814e-05,0.8598549962043762
281,22614,7.56461959099397e-05,0.8598349690437317
282,6949,7.560666563222185e-05,0.8598399758338928
283,143593,7.55163564463146e-05,0.8599099516868591
284,42929,7.551800081273541e-05,0.8598849773406982
285,110094,7.540624210378155e-05,0.8598799705505371
286,12167,7.537047349615023e-05,0.8598399758338928
287,6845,7.531760638812557e-05,0.8598249554634094
288,51504,7.523905514972284e-05,0.8598249554634094
289,9619,7.519219070672989e-05,0.8597949743270874
290,25489,7.516068581026047e-05,0.8597699999809265
291,181254,7.51599800423719e-05,0.8597699999809265
292,102387,7.509235729230568e-05,0.8597349524497986
293,45044,7.504830864490941e-05,0.8597149848937988
294,121253,7.495708268834278e-05,0.8597399592399597
295,109780,7.490070129279047e-05,0.8597249984741211
296,42592,7.486325921490788e-05,0.8597399592399597
297,52821,7.487187394872308e-05,0.8597399592399597
298,31060,7.484048546757549e-05,0.8596999645233154
299,71075,7.47710291761905e-05,0.8597099781036377
300,65932,7.475224992958829e-05,0.8596850037574768
301,62536,7.472734432667494e-05,0.8597149848937988
302,195956,7.468444528058171e-05,0.85971999168396
303,90746,7.463168003596365e-05,0.8597099781036377
304,71204,7.449070835718885e-05,0.8596999645233154
305,120300,7.446938980137929e-05,0.85971999168396
306,115549,7.445857772836462e-05,0.8597049713134766
307,44704,7.443006325047463e-05,0.8596850037574768
308,18461,7.442323840223253e-05,0.8596299886703491
309,33870,7.441509660566226e-05,0.8596099615097046
310,94409,7.437965541612357e-05,0.8596449494361877
311,147537,7.434836879838258e-05,0.8596199750900269
312,132048,7.433969585690647e-05,0.8596199750900269
313,102629,7.43091368349269e-05,0.8596049547195435
314,115746,7.425963121932e-05,0.859595000743866
315,198128,7.427290256600827e-05,0.8596199750900269
316,5453,7.418570021400228e-05,0.8595699667930603
317,136966,7.41738112992607e-05,0.8595649600028992
318,18651,7.41443145670928e-05,0.859559953212738
319,173113,7.413786079268903e-05,0.859559953212738
320,81326,7.404368807328865e-05,0.8595749735832214
321,76402,7.401564653264359e-05,0.8596049547195435
322,105792,7.399660535156727e-05,0.859559953212738
323,56526,7.401131733786315e-05,0.8595699667930603
324,118859,7.398634625133127e-05,0.8595149517059326
325,45475,7.398422894766554e-05,0.859529972076416
326,30576,7.391451799776405e-05,0.8595449924468994
327,99323,7.403628842439502e-05,0.8595049977302551
328,105671,7.38730959710665e-05,0.8595149517059326
329,79555,7.37833688617684e-05,0.859499990940094
330,88198,7.376640860456973e-05,0.8595349788665771
331,8620,7.37385853426531e-05,0.8594849705696106
332,2430,7.372698746621609e-05,0.8594749569892883
333,10978,7.372363324975595e-05,0.8594699501991272
334,30206,7.369392551481724e-05,0.8594099879264832
335,65993,7.3648763645906e-05,0.8594200015068054
336,11989,7.359185110544786e-05,0.8594299554824829
337,73833,7.361297321040183e-05,0.859404981136322
338,126978,7.355910202022642e-05,0.8594249486923218
339,141916,7.350269152084365e-05,0.8594099879264832
340,69750,7.343119068536907e-05,0.8593949675559998
341,156490,7.536396879004315e-05,0.8594149947166443
342,25025,7.342900789808482e-05,0.8593949675559998
343,165461,7.333993562497199e-05,0.8593949675559998
344,142050,7.330744847422466e-05,0.8594099879264832
345,329,7.328848005272448e-05,0.8594099879264832
346,178089,7.329036452574655e-05,0.8593849539756775
347,93387,7.325749902520329e-05,0.8593899607658386
348,106433,7.329046638915315e-05,0.8593350052833557
349,83323,7.325697515625507e-05,0.8592949509620667
350,103372,7.324372563743964e-05,0.8592900037765503
351,18219,7.310358341783285e-05,0.8592450022697449
352,5789,7.308654312510043e-05,0.8592749834060669
353,89704,7.308404747163877e-05,0.8592599630355835
354,85315,7.307634950848296e-05,0.85930997133255
355,77380,7.30425599613227e-05,0.8593149781227112
356,59208,7.302144513232633e-05,0.8592849969863892
357,167390,7.302420999621972e-05,0.8592849969863892
358,183894,7.29984967620112e-05,0.8592549562454224
359,3703,7.295471732504666e-05,0.8592649698257446
360,61158,7.289972563739866e-05,0.8592549562454224
361,134835,7.568489672848955e-05,0.8592399954795837
362,174854,7.289888890227303e-05,0.8592549562454224
363,83161,7.286448089871556e-05,0.8592749834060669
364,43888,7.285519677679986e-05,0.8593049645423889
365,113700,7.285470928763971e-05,0.8592599630355835
366,145327,7.284100138349459e-05,0.8592599630355835
367,42447,7.28424420231022e-05,0.8592599630355835
368,85823,7.28106388123706e-05,0.8592249751091003
369,77275,7.267693581525236e-05,0.8592050075531006
370,133540,7.258209370775148e-05,0.8591749668121338
371,163295,7.261499558808282e-05,0.8591649532318115
372,79113,7.253087096614763e-05,0.8591699600219727
373,42256,7.251925126183778e-05,0.8591299653053284
374,51210,7.249437476275489e-05,0.8590549826622009
375,138858,7.247496250784025e-05,0.859084963798523
376,179816,7.239355181809515e-05,0.8590599894523621
377,75699,7.236799865495414e-05,0.8590399622917175
378,27,7.229408947750926e-05,0.8590599894523621
379,25368,7.217591337393969e-05,0.859084963798523
380,98243,7.211566116893664e-05,0.8590399622917175
381,157861,7.21196411177516e-05,0.8590599894523621
382,16653,7.21155884093605e-05,0.8591399788856506
383,131749,7.210241165012121e-05,0.8591199517250061
384,3535,7.207294402178377e-05,0.8591799736022949
385,98545,7.201085099950433e-05,0.8592000007629395
386,37002,7.21262622391805e-05,0.8591749668121338
387,1071,7.200705294962972e-05,0.8591649532318115
388,93544,7.200145773822442e-05,0.8591449856758118
389,185187,7.197986997198313e-05,0.8591150045394897
390,10719,7.197652303148061e-05,0.8591150045394897
391,199674,7.194986392278224e-05,0.8590749502182007
392,178141,7.190678297774866e-05,0.8590949773788452
393,174169,7.189663301687688e-05,0.8590599894523621
394,108801,7.187256414908916e-05,0.859084963798523
395,87081,7.18605297151953e-05,0.8591099977493286
396,184983,7.182145054684952e-05,0.8591399788856506
397,144131,7.177564111771062e-05,0.8591299653053284
398,139104,7.178427040344104e-05,0.8591199517250061
399,129396,7.176822691690177e-05,0.8590700030326843
400,33804,7.174954225774854e-05,0.859084963798523
401,101341,7.170507888076827e-05,0.8590700030326843
402,167247,7.160556560847908e-05,0.859084963798523
403,56916,7.169204036472365e-05,0.8590399622917175
404,127525,7.158672087825835e-05,0.8590499758720398
405,60692,7.159204687923193e-05,0.8590199947357178
406,10711,7.158711377996951e-05,0.858989953994751
407,5197,7.269760681083426e-05,0.8589949607849121
408,19564,7.155993807828054e-05,0.8589850068092346
409,75112,7.154998456826434e-05,0.8589549660682678
410,70645,7.150988676585257e-05,0.8589800000190735
411,189273,7.147782889660448e-05,0.8589800000190735
412,114298,7.161899702623487e-05,0.8590099811553955
413,194557,7.143384573282674e-05,0.8590299487113953
414,59717,7.142198592191562e-05,0.8589949607849121
415,170615,7.138412911444902e-05,0.8589850068092346
416,171187,7.134566840250045e-05,0.8589850068092346
417,184531,7.134226325433701e-05,0.8589949607849121
418,122556,7.133760664146394e-05,0.8590099811553955
419,112787,7.128402648959309e-05,0.8589749932289124
420,109842,7.123315299395472e-05,0.8589400053024292
421,101413,7.122246461221948e-05,0.8589149713516235
422,66784,7.119686051737517e-05,0.8589049577713013
423,188695,7.120269583538175e-05,0.8589449524879456
424,190542,7.119182555470616e-05,0.8588849902153015
425,165259,7.115506014088169e-05,0.8588950037956238
426,107349,7.103134703356773e-05,0.8588799834251404
427,172109,7.095380715327337e-05,0.8588449954986572
428,188107,7.087463018251583e-05,0.8588149547576904
429,57394,7.085169636411592e-05,0.8588249683380127
430,111458,7.084068056428805e-05,0.8587650060653687
431,173797,7.079455099301413e-05,0.8587749600410461
432,50396,7.074757741065696e-05,0.8588149547576904
433,3373,7.07473445800133e-05,0.8587899804115295
434,22530,7.071450090734288e-05,0.8587899804115295
435,170240,7.067514525260776e-05,0.858739972114563
436,151057,7.064326928230003e-05,0.8587749600410461
437,50079,7.064193778205663e-05,0.858739972114563
438,14773,7.056074537103996e-05,0.8587049841880798
439,175316,7.056318281684071e-05,0.858709990978241
440,18938,7.064997043926269e-05,0.8587249517440796
441,171881,7.054765592329204e-05,0.8587149977684021
442,193171,7.052714499877766e-05,0.8586499691009521
443,26950,7.049999840091914e-05,0.8586349487304688
444,187966,7.048101542750373e-05,0.858614981174469
445,74769,7.041852950351313e-05,0.8585450053215027
446,165125,7.035463204374537e-05,0.8585549592971802
447,46167,7.035082671791315e-05,0.8585699796676636
448,177983,7.029212429188192e-05,0.8585649728775024
449,73201,7.026986713754013e-05,0.8585549592971802
450,136753,7.02280958648771e-05,0.8585649728775024
451,190523,7.017039024503902e-05,0.8585399985313416
452,122779,7.015006121946499e-05,0.8585349917411804
453,156293,7.013793947407976e-05,0.8585450053215027
454,70630,7.005740917520598e-05,0.858549952507019
455,144225,7.003797509241849e-05,0.8585549592971802
456,34243,6.995278818067163e-05,0.8585450053215027
457,170651,6.99453303241171e-05,0.8585299849510193
458,196714,6.993534043431282e-05,0.8585099577903748
459,116284,6.992484122747555e-05,0.8585399985313416
460,155999,6.984674109844491e-05,0.8585249781608582
461,93974,6.982798367971554e-05,0.858519971370697
462,48628,6.98196527082473e-05,0.858489990234375
463,7157,6.972812116146088e-05,0.8585099577903748
464,76414,6.970152026042342e-05,0.858519971370697
465,108622,6.968220259295776e-05,0.8584749698638916
466,81923,6.956630386412144e-05,0.8584799766540527
467,170632,6.954230047995225e-05,0.8585000038146973
468,159837,6.945955101400614e-05,0.8585399985313416
469,88271,6.946074427105486e-05,0.8585249781608582
470,149713,6.93619076628238e-05,0.8584949970245361
471,114506,6.935276178410277e-05,0.8584599494934082
472,176490,6.950501119717956e-05,0.8584550023078918
473,149553,6.932116957614198e-05,0.8584449887275696
474,62462,6.932079850230366e-05,0.8584550023078918
475,170473,6.92501780577004e-05,0.8584550023078918
476,134123,6.92355606588535e-05,0.8584599494934082
477,88410,6.918702274560928e-05,0.8584499955177307
478,176301,6.91290624672547e-05,0.8584499955177307
479,4832,6.905527698108926e-05,0.8584550023078918
480,182791,6.893712270539254e-05,0.8584449887275696
481,164774,6.886514165671542e-05,0.8584649562835693
482,54625,6.88552318024449e-05,0.8583749532699585
483,94793,6.884586764499545e-05,0.8583999872207642
484,179370,6.885032780701295e-05,0.8583899736404419
485,185761,6.87664287397638e-05,0.8583399653434753
486,50963,6.873004895169288e-05,0.8583349585533142
487,114016,6.872996164020151e-05,0.8583349585533142
488,58936,6.961826875340194e-05,0.8583399653434753
489,157484,6.867589399917051e-05,0.8584100008010864
490,81818,6.86360799591057e-05,0.8583799600601196
491,189274,6.860814028186724e-05,0.8583849668502808
492,131199,6.86003768350929e-05,0.8583499789237976
493,105574,6.851630314486101e-05,0.8583549857139587
494,47551,6.852075603092089e-05,0.8583299517631531
495,198215,6.85722625348717e-05,0.8582949638366699
496,120156,6.867438059998676e-05,0.8582800030708313
497,91185,6.848126940894872e-05,0.8582800030708313
498,110113,6.844082236057147e-05,0.8582449555397034
499,69724,6.842991570010781e-05,0.8583049774169922
500,151961,6.837967521278188e-05,0.8583250045776367
501,65586,6.831331847934052e-05,0.8583250045776367
502,158474,6.828338518971577e-05,0.8583349585533142
503,198078,6.825823220424354e-05,0.8583299517631531
504,142429,6.831293285358697e-05,0.8583149909973145
505,84765,6.822386785643175e-05,0.8583299517631531
506,130708,6.815752567490563e-05,0.8583099842071533
507,56041,6.817356188548729e-05,0.8582749962806702
508,26345,6.805067096138373e-05,0.8582849502563477
509,113909,6.797337118769065e-05,0.8582749962806702
510,136600,6.79632430546917e-05,0.8582949638366699
511,69645,6.795570516260341e-05,0.8582899570465088
512,10450,6.797504465794191e-05,0.8582849502563477
513,159123,6.793987995479256e-05,0.8582549691200256
514,126536,6.795105582568794e-05,0.8582350015640259
515,169489,6.793322245357558e-05,0.8582899570465088
516,162022,6.787673191865906e-05,0.8582350015640259
517,168606,6.78725482430309e-05,0.8582499623298645
518,159415,6.78243741276674e-05,0.8582499623298645
519,63627,6.779778050258756e-05,0.8582499623298645
520,185068,6.776031659683213e-05,0.8582800030708313
521,176085,6.796551315346733e-05,0.8583099842071533
522,73684,6.779206887586042e-05,0.8582899570465088
523,94583,6.775557994842529e-05,0.8582099676132202
524,20759,6.772419874323532e-05,0.8582199811935425
525,11117,6.769323226762936e-05,0.8581950068473816
526,103649,6.759941607015207e-05,0.858199954032898
527,146905,6.75732662784867e-05,0.8582149744033813
528,16345,6.758094968972728e-05,0.8581950068473816
529,35939,6.754224887117743e-05,0.8581549525260925
530,32130,6.828975165262818e-05,0.8581399917602539
531,9181,6.753132038284093e-05,0.8581699728965759
532,112933,6.753281195415184e-05,0.8581500053405762
533,18759,6.752050830982625e-05,0.8581950068473816
534,102733,6.749976455466822e-05,0.8581699728965759
535,32692,6.755165668437257e-05,0.8581500053405762
536,111536,6.740040407748893e-05,0.8581599593162537
537,166986,6.737517833244056e-05,0.8581900000572205
538,76951,6.735023634973913e-05,0.8582350015640259
539,32731,6.728713924530894e-05,0.8582299947738647
540,191747,6.722434773109853e-05,0.8582299947738647
541,126485,6.720962846884504e-05,0.8581799864768982
542,17824,6.719223893014714e-05,0.8582199811935425
543,41960,6.717821815982461e-05,0.8581849932670593
544,15203,6.716445932397619e-05,0.8581699728965759
545,162854,6.71305533614941e-05,0.8581149578094482
546,2789,6.712538743158802e-05,0.8581199645996094
547,64094,6.711689638905227e-05,0.8580999970436096
548,155960,6.709995068376884e-05,0.8581299781799316
549,98997,6.708640285069123e-05,0.8581399917602539
550,32108,6.702750397380441e-05,0.8581249713897705
551,60373,6.702548125758767e-05,0.8580849766731262
552,150978,6.698680954286829e-05,0.8580949902534485
553,5525,6.697231583530083e-05,0.8581349849700928
554,89664,6.694697367493063e-05,0.8581399917602539
555,124075,6.692443275824189e-05,0.8581149578094482
556,92836,6.690553709631786e-05,0.8581500053405762
557,107529,6.687270069960505e-05,0.8581849932670593
558,103978,6.68313805363141e-05,0.8581649661064148
559,56977,6.679309444734827e-05,0.8581649661064148
560,141865,6.673476309515536e-05,0.8581649661064148
