,perturbs,iters,loss
0,0,0,3.9725873470306396
1,0,1,3.9719324111938477
2,0,2,3.970853328704834
3,0,3,3.9701926708221436
4,0,4,3.967008113861084
5,0,5,3.966348648071289
6,0,6,3.9652645587921143
7,0,7,3.9641811847686768
8,0,8,3.963524580001831
9,0,9,3.961613655090332
10,1,0,3.972764253616333
11,1,1,3.972109317779541
12,1,2,3.9710299968719482
13,1,3,3.970369338989258
14,1,4,3.9671847820281982
15,1,5,3.9665253162384033
16,1,6,3.9654412269592285
17,1,7,3.96435809135437
18,1,8,3.9637012481689453
19,1,9,3.9617903232574463
20,2,0,3.972932815551758
21,2,1,3.972278118133545
22,2,2,3.971198558807373
23,2,3,3.9705381393432617
24,2,4,3.967353343963623
25,2,5,3.966693639755249
26,2,6,3.9656097888946533
27,2,7,3.964526891708374
28,2,8,3.96386981010437
29,2,9,3.961958646774292
30,3,0,3.973098039627075
31,3,1,3.9724435806274414
32,3,2,3.9713642597198486
33,3,3,3.970703601837158
34,3,4,3.9675185680389404
35,3,5,3.9668593406677246
36,3,6,3.96577525138855
37,3,7,3.9646918773651123
38,3,8,3.9640352725982666
39,3,9,3.9621238708496094
40,4,0,3.9732630252838135
41,4,1,3.9726085662841797
42,4,2,3.971529006958008
43,4,3,3.9708683490753174
44,4,4,3.9676835536956787
45,4,5,3.967024326324463
46,4,6,3.965939998626709
47,4,7,3.9648568630218506
48,4,8,3.9641997814178467
49,4,9,3.9622886180877686
50,5,0,3.9734230041503906
51,5,1,3.972768545150757
52,5,2,3.971689224243164
53,5,3,3.9710283279418945
54,5,4,3.967843532562256
55,5,5,3.96718430519104
56,5,6,3.966099977493286
57,5,7,3.9650168418884277
58,5,8,3.964359998703003
59,5,9,3.9624485969543457
60,6,0,3.9735817909240723
61,6,1,3.9729270935058594
62,6,2,3.9718472957611084
63,6,3,3.971186876296997
64,6,4,3.9680023193359375
65,6,5,3.9673423767089844
66,6,6,3.9662587642669678
67,6,7,3.965175151824951
68,6,8,3.9645183086395264
69,6,9,3.9626071453094482
70,7,0,3.973738670349121
71,7,1,3.973083734512329
72,7,2,3.9720041751861572
73,7,3,3.971343755722046
74,7,4,3.968158721923828
75,7,5,3.967499256134033
76,7,6,3.9664149284362793
77,7,7,3.965331792831421
78,7,8,3.964674949645996
79,7,9,3.962763547897339
80,8,0,3.9738948345184326
81,8,1,3.9732398986816406
82,8,2,3.972160577774048
83,8,3,3.9714999198913574
84,8,4,3.9683148860931396
85,8,5,3.9676554203033447
86,8,6,3.966571569442749
87,8,7,3.9654879570007324
88,8,8,3.9648311138153076
89,8,9,3.9629199504852295
90,9,0,3.9740493297576904
91,9,1,3.9733946323394775
92,9,2,3.9723153114318848
93,9,3,3.971654176712036
94,9,4,3.9684698581695557
95,9,5,3.9678099155426025
96,9,6,3.9667258262634277
97,9,7,3.9656426906585693
98,9,8,3.9649856090545654
99,9,9,3.9630746841430664
