,edges,metagrad,accuracy-before-surrogate,accuracy-after-surrogate,accuracy-unseen-surrogate,loss-before-surrogate,loss-after-surrogate,loss-unseen-surrogate,accuracy-before-target,accuracy-after-target,accuracy-unseen-target,loss-before-target,loss-after-target,loss-unseen-target,auc-before-surrogate,auc-after-surrogate,auc-unseen-surrogate,auc-before-target,auc-after-target,auc-unseen-target
0,196871,-1,0.8518378138542175,0.8518378138542175,0.8009212017059326,0.3306336998939514,0.3306336998939514,0.4550973176956177,0.8332498073577881,0.8332498073577881,0.7996087074279785,0.37044718861579895,0.37044718861579895,0.4555765986442566,0.9311839906303772,0.9311839906303772,0.8787278592807026,0.913930520490555,0.913930520490555,0.8795932731465581
1,293826,-1,0.8520194888114929,0.8520190119743347,0.8008469343185425,0.3304139971733093,0.33041447401046753,0.45458051562309265,0.8332810997962952,0.8332805633544922,0.7997077703475952,0.37045013904571533,0.3704509139060974,0.4555913507938385,0.9312907526028196,0.9312905626715211,0.8788049813551839,0.9139305114172254,0.9139300973548861,0.8795830148177224
2,253450,-1,0.8567839860916138,0.8567830324172974,0.8062207698822021,0.32243043184280396,0.3224303722381592,0.4420912265777588,0.8332999348640442,0.8332988619804382,0.7998563647270203,0.3704428970813751,0.3704436421394348,0.4555913507938385,0.9352926044908839,0.9352926718636174,0.8834395417300427,0.913932942709558,0.9139325777658633,0.8795834993376183
3,206065,-1,0.8533351421356201,0.8533400297164917,0.8043882250785828,0.3275313377380371,0.3275284767150879,0.44532856345176697,0.8332842588424683,0.8332858681678772,0.7997077703475952,0.3704381287097931,0.3704376816749573,0.4555800259113312,0.9328885394220914,0.9328900910800075,0.8819680339531918,0.9139345373740785,0.9139349190072847,0.8795910578479956
4,3796,-1,0.8522763252258301,0.8522838950157166,0.8034967184066772,0.3294318616390228,0.3294159770011902,0.4470987021923065,0.8333030343055725,0.8333072662353516,0.7998068332672119,0.3704468309879303,0.37043845653533936,0.45559677481651306,0.9319575017433726,0.9319633300480739,0.8813789706098817,0.9139304828222143,0.9139341207554604,0.8795839409253716
5,279185,-1,0.852357804775238,0.8523679971694946,0.803372859954834,0.3294559121131897,0.3294372856616974,0.446855753660202,0.8333374857902527,0.8333442807197571,0.7996087074279785,0.3704315423965454,0.3704168498516083,0.45558565855026245,0.9319793382837624,0.9319865413419329,0.8813666993768705,0.9139363013596675,0.9139428359699309,0.8795949548599186
6,257868,-1,0.8521761298179626,0.852185845375061,0.8030261993408203,0.3297528028488159,0.3297334611415863,0.4472423195838928,0.8333343863487244,0.8333406448364258,0.7995344400405884,0.37042689323425293,0.3704126477241516,0.45559218525886536,0.9318226698141644,0.9318302427236673,0.8813127716991316,0.9139371009872864,0.9139433827881644,0.8795929824346205
7,83350,-1,0.8541683554649353,0.8541808128356934,0.8050320744514465,0.32579419016838074,0.32576850056648254,0.4454334080219269,0.8333218693733215,0.8333306908607483,0.79948490858078,0.3704208433628082,0.3703896105289459,0.4555422067642212,0.9335236756717126,0.933533681412539,0.8828188300377804,0.9139364837232669,0.9139472340695278,0.8796074738727245
8,190085,-1,0.8548418283462524,0.8548569679260254,0.8056016564369202,0.32461512088775635,0.3245849013328552,0.44527414441108704,0.8332936763763428,0.8333051204681396,0.7994601726531982,0.37042102217674255,0.3703826367855072,0.4555477201938629,0.9339897009263083,0.9340016519343088,0.8832439220352288,0.9139379821932411,0.913951837024273,0.879606499926402
9,243225,-1,0.8541746139526367,0.8541924953460693,0.8048092126846313,0.32568949460983276,0.3256550431251526,0.44566142559051514,0.8332873582839966,0.8333015441894531,0.79948490858078,0.37042972445487976,0.3703879415988922,0.4555516839027405,0.9335406313324411,0.9335545785276238,0.8828589335655758,0.9139329089272211,0.9139486810073856,0.8796075327510916
10,73504,-1,0.8570564985275269,0.857073962688446,0.805626392364502,0.32196810841560364,0.3219343423843384,0.45573481917381287,0.8333092927932739,0.8333260416984558,0.7995097041130066,0.37042781710624695,0.3703826069831848,0.4555501937866211,0.9354751022788133,0.9354881731699198,0.8839914442372798,0.9139337848875905,0.9139514554797209,0.8796095039497571
11,14527,-1,0.8565772175788879,0.8565942049026489,0.8050073385238647,0.3232177197933197,0.32318422198295593,0.45722952485084534,0.8332529067993164,0.8332691192626953,0.7996087074279785,0.3704242706298828,0.37037986516952515,0.4555329382419586,0.9349919427891147,0.9350050664499425,0.8834529856238653,0.9139369932587641,0.9139542579933052,0.8796195856434916
12,142856,-1,0.8558066487312317,0.8558231592178345,0.8040910363197327,0.325000137090683,0.3249663710594177,0.4592811167240143,0.8332529067993164,0.8332717418670654,0.7995591759681702,0.3704286217689514,0.3703812062740326,0.4555324912071228,0.934296843963481,0.9343103033581199,0.8826214096462393,0.9139354536971582,0.9139544214669715,0.8796185932976792
13,51099,-1,0.8556437492370605,0.8556629419326782,0.8042148351669312,0.3252188563346863,0.325173944234848,0.4594419002532959,0.8332278728485107,0.8332492709159851,0.7996335029602051,0.37044328451156616,0.37038829922676086,0.455518901348114,0.9342297889740955,0.934246942239755,0.8826906935380991,0.9139291260697803,0.9139512805581724,0.8796272901231541
14,101359,-1,0.8571504354476929,0.8571723699569702,0.8066417574882507,0.32142433524131775,0.321370005607605,0.45411035418510437,0.8332278728485107,0.8332518935203552,0.7996335029602051,0.37044623494148254,0.3703835904598236,0.4555194675922394,0.9356773886885963,0.9356980496030749,0.8846946138560424,0.9139277492617602,0.9139531041567226,0.8796242345812275
15,191484,-1,0.8572224974632263,0.8572439551353455,0.8067160248756409,0.3207392394542694,0.3206843137741089,0.45269471406936646,0.8332623243331909,0.8332858085632324,0.7996582388877869,0.3704422116279602,0.3703792095184326,0.45550984144210815,0.9359044542393467,0.9359254967678978,0.8850790356214122,0.9139281344721583,0.9139537484180992,0.8796258488297924
16,219449,-1,0.8575263619422913,0.8575505614280701,0.8075084686279297,0.3194539546966553,0.31939369440078735,0.4458361268043518,0.8332685828208923,0.8332947492599487,0.7996087074279785,0.37044355273246765,0.37037524580955505,0.45549699664115906,0.9361131654047983,0.9361368649786146,0.8854386254354546,0.9139262896205074,0.9139544989660663,0.8796328050635396
17,276238,-1,0.8580526113510132,0.8580795526504517,0.8079047203063965,0.31826886534690857,0.31820520758628845,0.44554758071899414,0.833265483379364,0.8332942128181458,0.7997573018074036,0.37046393752098083,0.3703935146331787,0.455502450466156,0.9366334296907972,0.9366586421742422,0.8858712771699131,0.9139149952616634,0.9139445026684608,0.8796264633727492
18,154548,-1,0.8581591248512268,0.8581886887550354,0.80817711353302,0.31799861788749695,0.31792935729026794,0.44515132904052734,0.8332685828208923,0.8332999348640442,0.7996582388877869,0.3704785704612732,0.37040287256240845,0.45547720789909363,0.9367441572083912,0.9367716981613491,0.8859482459153134,0.913906995003321,0.9139390885645646,0.8796301592169178
19,152403,-1,0.8583658337593079,0.8583981394767761,0.8088209629058838,0.3176838457584381,0.3175979256629944,0.4445011019706726,0.8332810997962952,0.8333150744438171,0.7997325658798218,0.3704792559146881,0.3703765273094177,0.4553647041320801,0.936867338911505,0.9368994617869099,0.8859567795986458,0.9139134926989129,0.9139507677122392,0.8796426144448262
20,114886,-1,0.8587636947631836,0.8587986826896667,0.8091429471969604,0.3168705701828003,0.3167839050292969,0.44448116421699524,0.8333030343055725,0.8333395719528198,0.7998316287994385,0.3704749047756195,0.37037065625190735,0.4553603529930115,0.9372195691203599,0.9372522688036214,0.8861308399980373,0.9139154530929209,0.9139536741488086,0.8796447009469605
21,137960,-1,0.8590487241744995,0.8590895533561707,0.8084247708320618,0.31663215160369873,0.31654226779937744,0.4447258412837982,0.8332999348640442,0.8333390355110168,0.7997077703475952,0.3704807460308075,0.3703746497631073,0.45536431670188904,0.9373266853099875,0.9373609004927237,0.8861503017516315,0.9139126942440887,0.9139520186482912,0.8796418159069721
22,134650,-1,0.8551676273345947,0.8552109003067017,0.8067903518676758,0.32366374135017395,0.3235676884651184,0.4464752674102783,0.8332810997962952,0.8333197832107544,0.7996830344200134,0.37048211693763733,0.370375394821167,0.45536577701568604,0.9342641321358498,0.9343014723512398,0.8837077106128258,0.913911436895734,0.9139512038480743,0.8796367462342377
23,306499,-1,0.8552020788192749,0.8552449345588684,0.8068646192550659,0.3235553801059723,0.3234585225582123,0.44659239053726196,0.8332873582839966,0.8333255052566528,0.7996335029602051,0.3704769015312195,0.3703697919845581,0.4553651809692383,0.9343099616205914,0.9343476945875075,0.8837684914871695,0.913913610865114,0.9139536242659297,0.8796379127618861
24,263179,-1,0.8556876182556152,0.8557331562042236,0.8071122765541077,0.32258790731430054,0.3224807679653168,0.4459618330001831,0.8332403898239136,0.8332810997962952,0.7995839715003967,0.37049049139022827,0.37036722898483276,0.4553661644458771,0.9347350210785678,0.9347762829430828,0.8841888302831068,0.913909751853105,0.9139541588875665,0.8796367266081155
25,197039,-1,0.8555654287338257,0.8556104898452759,0.8068398833274841,0.3226325213909149,0.32252568006515503,0.44571971893310547,0.8332341313362122,0.8332743048667908,0.7996830344200134,0.3704870641231537,0.3703638017177582,0.4553666412830353,0.93471868168991,0.9347599304469485,0.8841749975467348,0.9139114171361081,0.9139558185221998,0.8796352914479171
26,252884,-1,0.8579022288322449,0.8579438924789429,0.8081028461456299,0.31864041090011597,0.3185335397720337,0.4443127512931824,0.8332372903823853,0.8332769274711609,0.7995344400405884,0.37049010396003723,0.37036749720573425,0.4553585648536682,0.9364526415860897,0.9364938381489774,0.8856495044404101,0.9139108438393069,0.9139549139669121,0.8796389578529022
27,202178,-1,0.8577017784118652,0.8577461242675781,0.8080533146858215,0.3188760280609131,0.31875526905059814,0.444648414850235,0.8333092927932739,0.8333516120910645,0.7997077703475952,0.37051647901535034,0.3703807294368744,0.45535463094711304,0.9363549736546084,0.9364004333871403,0.8855825118983367,0.9138989427888278,0.9139470580511083,0.879645116775428
