,edges,metagrad,accuracy_before,accuracy_after,accuracy_unseen,loss_before,loss_after,loss_unseen,accuracy_before_eval,accuracy_after_eval,accuracy_unseen_eval,loss_before_eval,loss_after_eval,loss_unseen_eval
98,150472,0.00016138242790475488,0.9984149932861328,0.9984579086303711,0.6941383481025696,0.050214983522892,0.050026796758174896,1.8758642673492432,0.9991730451583862,0.999172568321228,0.6920086145401001,0.04392223432660103,0.043905891478061676,1.905405879020691
99,63730,0.0001614333741599694,0.9984024167060852,0.9984515905380249,0.6941878795623779,0.05022977292537689,0.050041452050209045,1.8758230209350586,0.9991667866706848,0.9991662502288818,0.6918848156929016,0.04445876553654671,0.04444277659058571,1.905429720878601
100,64458,0.00016112669254653156,0.9984024167060852,0.9984516501426697,0.6942869424819946,0.05024029314517975,0.05005139485001564,1.87990403175354,0.9991667866706848,0.9991662502288818,0.6921324729919434,0.04393184557557106,0.043915390968322754,1.9054381847381592
101,50611,0.000161125892191194,0.9984024167060852,0.9984515905380249,0.6940144896507263,0.04909391328692436,0.048904575407505035,1.88176429271698,0.9991730451583862,0.9991725087165833,0.6921324729919434,0.043947041034698486,0.04393085837364197,1.907517433166504
102,55710,0.0001611783663975075,0.9984024167060852,0.9984452724456787,0.6941630840301514,0.049104154109954834,0.04891373589634895,1.8836829662322998,0.9991667866706848,0.9991661906242371,0.6919590830802917,0.04447688162326813,0.04446113854646683,1.9033408164978027
103,96132,0.00016124281683005393,0.9984024167060852,0.9984453320503235,0.6942621469497681,0.049660127609968185,0.049469493329524994,1.8841348886489868,0.9991667866706848,0.9991662502288818,0.6919095516204834,0.04448338970541954,0.04446787387132645,1.905598759651184
104,150828,0.00016444746870547533,0.9983898997306824,0.9984452724456787,0.6943116784095764,0.04967733472585678,0.04948562756180763,1.8865509033203125,0.9991667866706848,0.9991661906242371,0.6920086145401001,0.04391559958457947,0.04389968886971474,1.9055275917053223
105,62989,0.0001611093757674098,0.998383641242981,0.9984390139579773,0.6944850087165833,0.04968276619911194,0.04949027672410011,1.8865011930465698,0.9991667866706848,0.9991662502288818,0.69193434715271,0.04450429603457451,0.044488273561000824,1.9017326831817627
106,52136,0.0001612918422324583,0.9983961582183838,0.9984515309333801,0.6942126154899597,0.04915350303053856,0.04895777255296707,1.894450306892395,0.9991667866706848,0.9991661906242371,0.6920334100723267,0.04449525475502014,0.04447895660996437,1.9040635824203491
107,54965,0.00016065634554252028,0.9983898997306824,0.9984514713287354,0.6940392851829529,0.04925073683261871,0.04901725426316261,1.8913787603378296,0.9991604685783386,0.9991599321365356,0.692082941532135,0.044485170394182205,0.0444679856300354,1.9060769081115723
108,121209,0.00016028266691137105,0.998383641242981,0.9984452724456787,0.6938906908035278,0.04926605150103569,0.049032486975193024,1.8874428272247314,0.9991542100906372,0.9991536736488342,0.6916866898536682,0.04448934271931648,0.04447145387530327,1.9038269519805908
