,edges,metagrad,accuracy_before,accuracy_after,loss_before,loss_after
0,42008,2.6514118872000836e-05,0.7801299691200256,0.7801299691200256,0.4521983861923218,0.4521983861923218
1,134370,2.5646686481195502e-05,0.7804149985313416,0.780418872833252,0.45458489656448364,0.4545668661594391
2,31494,2.4693619707250036e-05,0.7804549932479858,0.7804628014564514,0.45603927969932556,0.4559963345527649
3,22128,2.4593446141807362e-05,0.7800349593162537,0.7800467014312744,0.4553247094154358,0.4552597999572754
4,1290,2.4646922611282207e-05,0.7803449630737305,0.7803605794906616,0.456485390663147,0.45639950037002563
5,73181,2.4308666979777627e-05,0.7806499600410461,0.7806695103645325,0.45659416913986206,0.45648613572120667
6,89379,2.4613238565507345e-05,0.7806649804115295,0.7806884050369263,0.4555935561656952,0.4554663896560669
7,81833,2.4142176698660478e-05,0.7801550030708313,0.7801823019981384,0.4570208489894867,0.45687171816825867
8,135929,2.421504359517712e-05,0.7803899645805359,0.7804211974143982,0.4568326473236084,0.45666423439979553
9,164777,2.4397655579377897e-05,0.7801299691200256,0.7801650762557983,0.45687317848205566,0.4566861093044281
10,85695,2.366154149058275e-05,0.7793899774551392,0.7794289588928223,0.458351194858551,0.4581431448459625
11,35634,2.3886372218839824e-05,0.7803750038146973,0.7804179191589355,0.45704662799835205,0.45681941509246826
12,21993,2.4019986085477285e-05,0.7799149751663208,0.7799618244171143,0.4572403132915497,0.4569883942604065
13,120723,2.4117725843098015e-05,0.7801249623298645,0.7801756858825684,0.4559849202632904,0.45571333169937134
14,130399,2.357321500312537e-05,0.7795149683952332,0.7795695662498474,0.4580610692501068,0.457773894071579
15,138236,2.3875634724390693e-05,0.7800299525260925,0.780088484287262,0.45731016993522644,0.45700231194496155
16,21130,2.3916150894365273e-05,0.7806599736213684,0.780722439289093,0.45739030838012695,0.4570609927177429
17,176606,2.3904840418254025e-05,0.7804650068283081,0.7805313467979431,0.45759111642837524,0.45724183320999146
18,128492,2.409849184914492e-05,0.7807199954986572,0.7807902693748474,0.4573618769645691,0.4569922387599945
19,38350,2.4098177163978107e-05,0.780269980430603,0.7803441286087036,0.4572330415248871,0.45684102177619934
20,104708,2.3602304281666875e-05,0.780489981174469,0.7805680632591248,0.45739591121673584,0.45700016617774963
21,55320,2.3685423002461903e-05,0.7798699736595154,0.7799519300460815,0.4590769410133362,0.45865434408187866
22,72936,2.3725073333480395e-05,0.780074954032898,0.7801608443260193,0.45796671509742737,0.4575238525867462
23,161961,2.3958577003213577e-05,0.780584990978241,0.7806748151779175,0.4564923346042633,0.45603713393211365
24,179861,2.3675467673456296e-05,0.7803750038146973,0.7804686427116394,0.4566151797771454,0.45612451434135437
25,83914,2.3312537450692616e-05,0.7795850038528442,0.779682457447052,0.4583605229854584,0.4578585624694824
26,116288,2.401625351922121e-05,0.7794249653816223,0.7795263528823853,0.45809006690979004,0.45757684111595154
27,25418,2.3787380996509455e-05,0.7802249789237976,0.7803303599357605,0.4578498601913452,0.4573260545730591
28,179026,2.366981607337948e-05,0.7805599570274353,0.7806693315505981,0.4570629894733429,0.45651882886886597
29,102314,2.3602515284437686e-05,0.7807749509811401,0.7808882594108582,0.45640555024147034,0.45583486557006836
30,153997,2.3346758098341525e-05,0.7803849577903748,0.7805020809173584,0.4577203094959259,0.45711830258369446
31,78495,2.331210271222517e-05,0.7802649736404419,0.7803859710693359,0.45755264163017273,0.45693832635879517
32,114534,2.3456303097191267e-05,0.7799549698829651,0.7800798416137695,0.45891073346138,0.4582720100879669
33,43896,2.3413609596900642e-05,0.7803899645805359,0.7805188298225403,0.45826366543769836,0.457612544298172
34,65162,2.3588683689013124e-05,0.7800049781799316,0.7801376581192017,0.45878222584724426,0.4581218659877777
35,13705,2.3283846530830488e-05,0.7796849608421326,0.779821515083313,0.4584856927394867,0.4577859938144684
36,64689,2.3734675778541714e-05,0.7804449796676636,0.780585527420044,0.4574655294418335,0.4567440152168274
37,197230,2.423574187560007e-05,0.7806749939918518,0.7808194756507874,0.4561169445514679,0.4554116427898407
38,38731,2.3511012841481715e-05,0.780144989490509,0.7802932858467102,0.4576122462749481,0.4568815529346466
39,187488,2.3414200768456794e-05,0.7797049880027771,0.7798570990562439,0.4573560059070587,0.45657989382743835
40,169402,2.342378138564527e-05,0.7803999781608582,0.7805561423301697,0.4579964280128479,0.4572063386440277
41,55419,2.3578746549901552e-05,0.7805399894714355,0.7807000875473022,0.4571792483329773,0.45639216899871826
42,114022,2.342652078368701e-05,0.7802099585533142,0.7803738713264465,0.4582527279853821,0.4574300944805145
43,57896,2.334790951863397e-05,0.780519962310791,0.7806878685951233,0.45813295245170593,0.4572714567184448
44,72450,2.32572292588884e-05,0.7800799608230591,0.780251681804657,0.4587474763393402,0.4578738212585449
45,68688,2.3197426344268024e-05,0.7800499796867371,0.7802255749702454,0.45786112546920776,0.45697325468063354
46,133374,2.3197550035547465e-05,0.7796549797058105,0.7798343896865845,0.4582202136516571,0.4573211967945099
47,949,2.3322591005126014e-05,0.7799049615859985,0.7800883650779724,0.4588889479637146,0.45796841382980347
48,19461,2.3121170670492575e-05,0.7799099683761597,0.780097246170044,0.45811256766319275,0.4571771025657654
49,118506,2.300141022715252e-05,0.77982497215271,0.7800161242485046,0.4590795636177063,0.45814046263694763
50,151170,2.335521458007861e-05,0.7801349759101868,0.7803301215171814,0.45852455496788025,0.4575653374195099
51,166338,2.298277468071319e-05,0.7798099517822266,0.7800089120864868,0.4597298800945282,0.45873361825942993
52,38887,2.3750702894176356e-05,0.7810449600219727,0.781248152256012,0.4566052556037903,0.45561566948890686
53,37111,2.3170196072896942e-05,0.7797200083732605,0.7799267172813416,0.4577845335006714,0.4567672312259674
54,16021,2.286999369971454e-05,0.7799049615859985,0.7801156640052795,0.457999050617218,0.4569486975669861
55,63354,2.306507303728722e-05,0.7801100015640259,0.7803245782852173,0.45849722623825073,0.4574352502822876
