,edges,metagrad,accuracy-before-surrogate,accuracy-after-surrogate,accuracy-unseen-surrogate,loss-before-surrogate,loss-after-surrogate,loss-unseen-surrogate,accuracy-before-target,accuracy-after-target,accuracy-unseen-target,loss-before-target,loss-after-target,loss-unseen-target,auc-before-surrogate,auc-after-surrogate,auc-unseen-surrogate,auc-before-target,auc-after-target,auc-unseen-target
0,105492,-1,0.9340150952339172,0.9340150952339172,0.7501052618026733,0.16870331764221191,0.16870331764221191,0.8190301656723022,0.935732364654541,0.935732364654541,0.7491889595985413,0.1654675155878067,0.1654675155878067,0.8438761234283447,0.9827309963612895,0.9827309963612895,0.8208419029978903,0.9835184811515949,0.9835184811515949,0.818425017172857
1,116417,-1,0.9340295791625977,0.9340340495109558,0.7502290606498718,0.16870827972888947,0.16870300471782684,0.8189367651939392,0.9356841444969177,0.9356837868690491,0.7493128180503845,0.1654672473669052,0.1654665321111679,0.8439473509788513,0.9827303858240535,0.9827315743544989,0.820853022422845,0.9835193429321983,0.9835195036631398,0.8184084649919041
2,176825,-1,0.9340633153915405,0.9340674877166748,0.750451922416687,0.16872279345989227,0.16871687769889832,0.8189876079559326,0.9356648325920105,0.935664176940918,0.7493870854377747,0.16547508537769318,0.16547490656375885,0.8438906669616699,0.982727594259208,0.9827289438899627,0.820852767283254,0.9835176783236221,0.9835177406285511,0.8184112138756685
3,197613,-1,0.934101939201355,0.9341058135032654,0.7502538561820984,0.16872192919254303,0.16871602833271027,0.818928062915802,0.9356889724731445,0.9356880784034729,0.7495852112770081,0.16544698178768158,0.16544762253761292,0.8439829349517822,0.9827276077494466,0.9827289773123793,0.820866593886463,0.9835228932115974,0.9835227996421068,0.8184167312693196
4,118989,-1,0.9340874552726746,0.9340910315513611,0.7503281235694885,0.16871598362922668,0.16871072351932526,0.8190228343009949,0.9356889724731445,0.9356877207756042,0.7496099472045898,0.16544078290462494,0.16544218361377716,0.8440638184547424,0.9827288776350326,0.982730120673714,0.820846284529709,0.9835244810761573,0.9835242361539686,0.8184185957509447
5,3899,-1,0.9340922832489014,0.934100329875946,0.7504024505615234,0.16872069239616394,0.16871069371700287,0.8190191388130188,0.9357033967971802,0.9357067346572876,0.7495356798171997,0.16544222831726074,0.16544054448604584,0.842046320438385,0.9827277042021906,0.9827300191401395,0.8208473517001129,0.9835243284927107,0.9835247416004844,0.818405911142731
6,198704,-1,0.9340536594390869,0.9340614080429077,0.7504767179489136,0.16872617602348328,0.16871674358844757,0.8190315365791321,0.935732364654541,0.9357353448867798,0.7495604157447815,0.16546182334423065,0.16546088457107544,0.8420724272727966,0.9827267649010127,0.9827289676533244,0.8208491045581668,0.9835199922852944,0.9835202618487384,0.818416457730239
7,133311,-1,0.9341646432876587,0.9341720342636108,0.7502290606498718,0.1687176674604416,0.16870898008346558,0.8190009593963623,0.9356358647346497,0.9356385469436646,0.7497338056564331,0.16547587513923645,0.16547515988349915,0.8421220779418945,0.9827285665254578,0.9827306243084106,0.8208496847554094,0.9835169772081875,0.9835172128851345,0.8184049273833471
8,68268,-1,0.9341211915016174,0.9341282844543457,0.750055730342865,0.16872979700565338,0.1687215268611908,0.8190195560455322,0.9357613325119019,0.9357635974884033,0.7495356798171997,0.16547493636608124,0.1654747575521469,0.8420428037643433,0.982725930472183,0.9827279063692647,0.8208458110495069,0.9835173702321292,0.9835175043711913,0.8184057614935478
9,57389,-1,0.9341356754302979,0.934142529964447,0.7502538561820984,0.16872309148311615,0.1687156707048416,0.8189100623130798,0.9357371926307678,0.9357441067695618,0.7495356798171997,0.16547851264476776,0.16547425091266632,0.8421415686607361,0.9827268590287993,0.9827286740845025,0.8208675666061529,0.983515821621966,0.9835168460702289,0.8183849700701635
